date,county,state,cases,deaths,Population
3/12/2020,Cass,Nebraska,1,0,26248
3/13/2020,Cass,Nebraska,1,0,26248
3/14/2020,Cass,Nebraska,1,0,26248
3/15/2020,Cass,Nebraska,1,0,26248
3/16/2020,Cass,Nebraska,1,0,26248
3/17/2020,Cass,Nebraska,1,0,26248
3/18/2020,Cass,Nebraska,1,0,26248
3/19/2020,Cass,Nebraska,1,0,26248
3/20/2020,Cass,Nebraska,1,0,26248
3/21/2020,Cass,Nebraska,1,0,26248
3/22/2020,Cass,Nebraska,1,0,26248
3/23/2020,Cass,Nebraska,2,0,26248
3/24/2020,Cass,Nebraska,2,0,26248
3/25/2020,Cass,Nebraska,2,0,26248
3/26/2020,Cass,Nebraska,2,0,26248
3/27/2020,Cass,Nebraska,2,0,26248
3/28/2020,Cass,Nebraska,2,0,26248
3/29/2020,Cass,Nebraska,2,0,26248
3/22/2020,Dawson,Nebraska,1,0,23595
3/23/2020,Dawson,Nebraska,1,0,23595
3/24/2020,Dawson,Nebraska,1,0,23595
3/25/2020,Dawson,Nebraska,1,0,23595
3/26/2020,Dawson,Nebraska,1,0,23595
3/27/2020,Dawson,Nebraska,1,0,23595
3/28/2020,Dawson,Nebraska,1,0,23595
3/29/2020,Dawson,Nebraska,1,0,23595
3/25/2020,Dodge,Nebraska,1,0,36565
3/26/2020,Dodge,Nebraska,1,0,36565
3/27/2020,Dodge,Nebraska,1,0,36565
3/28/2020,Dodge,Nebraska,2,0,36565
3/29/2020,Dodge,Nebraska,3,0,36565
2/17/2020,Douglas,Nebraska,10,0,571327
2/18/2020,Douglas,Nebraska,10,0,571327
2/19/2020,Douglas,Nebraska,10,0,571327
2/20/2020,Douglas,Nebraska,11,0,571327
2/21/2020,Douglas,Nebraska,11,0,571327
2/22/2020,Douglas,Nebraska,11,0,571327
2/23/2020,Douglas,Nebraska,11,0,571327
2/24/2020,Douglas,Nebraska,12,0,571327
2/25/2020,Douglas,Nebraska,13,0,571327
2/26/2020,Douglas,Nebraska,13,0,571327
2/27/2020,Douglas,Nebraska,13,0,571327
2/28/2020,Douglas,Nebraska,13,0,571327
2/29/2020,Douglas,Nebraska,13,0,571327
3/1/2020,Douglas,Nebraska,13,0,571327
3/2/2020,Douglas,Nebraska,13,0,571327
3/3/2020,Douglas,Nebraska,13,0,571327
3/4/2020,Douglas,Nebraska,13,0,571327
3/5/2020,Douglas,Nebraska,13,0,571327
3/6/2020,Douglas,Nebraska,14,0,571327
3/7/2020,Douglas,Nebraska,14,0,571327
3/8/2020,Douglas,Nebraska,16,0,571327
3/9/2020,Douglas,Nebraska,16,0,571327
3/10/2020,Douglas,Nebraska,17,0,571327
3/11/2020,Douglas,Nebraska,23,0,571327
3/12/2020,Douglas,Nebraska,23,0,571327
3/13/2020,Douglas,Nebraska,26,0,571327
3/14/2020,Douglas,Nebraska,28,0,571327
3/15/2020,Douglas,Nebraska,30,0,571327
3/16/2020,Douglas,Nebraska,32,0,571327
3/17/2020,Douglas,Nebraska,33,0,571327
3/18/2020,Douglas,Nebraska,37,0,571327
3/19/2020,Douglas,Nebraska,37,0,571327
3/20/2020,Douglas,Nebraska,40,0,571327
3/21/2020,Douglas,Nebraska,46,0,571327
3/22/2020,Douglas,Nebraska,46,0,571327
3/23/2020,Douglas,Nebraska,50,0,571327
3/24/2020,Douglas,Nebraska,52,0,571327
3/25/2020,Douglas,Nebraska,54,0,571327
3/26/2020,Douglas,Nebraska,58,0,571327
3/27/2020,Douglas,Nebraska,60,1,571327
3/28/2020,Douglas,Nebraska,74,1,571327
3/29/2020,Douglas,Nebraska,79,1,571327
3/28/2020,Gosper,Nebraska,1,0,1990
3/29/2020,Gosper,Nebraska,1,0,1990
3/26/2020,Hall,Nebraska,1,0,61353
3/27/2020,Hall,Nebraska,2,1,61353
3/28/2020,Hall,Nebraska,3,1,61353
3/29/2020,Hall,Nebraska,6,1,61353
3/26/2020,Hamilton,Nebraska,1,0,9324
3/27/2020,Hamilton,Nebraska,1,0,9324
3/28/2020,Hamilton,Nebraska,1,0,9324
3/29/2020,Hamilton,Nebraska,1,0,9324
3/26/2020,Kearney,Nebraska,1,0,6495
3/27/2020,Kearney,Nebraska,1,0,6495
3/28/2020,Kearney,Nebraska,1,0,6495
3/29/2020,Kearney,Nebraska,1,0,6495
3/17/2020,Knox,Nebraska,1,0,8332
3/18/2020,Knox,Nebraska,2,0,8332
3/19/2020,Knox,Nebraska,2,0,8332
3/20/2020,Knox,Nebraska,2,0,8332
3/21/2020,Knox,Nebraska,2,0,8332
3/22/2020,Knox,Nebraska,2,0,8332
3/23/2020,Knox,Nebraska,2,0,8332
3/24/2020,Knox,Nebraska,2,0,8332
3/25/2020,Knox,Nebraska,2,0,8332
3/26/2020,Knox,Nebraska,2,0,8332
3/27/2020,Knox,Nebraska,2,0,8332
3/28/2020,Knox,Nebraska,2,0,8332
3/29/2020,Knox,Nebraska,2,0,8332
3/20/2020,Lancaster,Nebraska,1,0,319090
3/21/2020,Lancaster,Nebraska,2,0,319090
3/22/2020,Lancaster,Nebraska,2,0,319090
3/23/2020,Lancaster,Nebraska,2,0,319090
3/24/2020,Lancaster,Nebraska,3,0,319090
3/25/2020,Lancaster,Nebraska,3,0,319090
3/26/2020,Lancaster,Nebraska,3,0,319090
3/27/2020,Lancaster,Nebraska,4,0,319090
3/28/2020,Lancaster,Nebraska,4,0,319090
3/29/2020,Lancaster,Nebraska,6,0,319090
3/18/2020,Lincoln,Nebraska,1,0,34914
3/19/2020,Lincoln,Nebraska,3,0,34914
3/20/2020,Lincoln,Nebraska,3,0,34914
3/21/2020,Lincoln,Nebraska,3,0,34914
3/22/2020,Lincoln,Nebraska,3,0,34914
3/23/2020,Lincoln,Nebraska,3,0,34914
3/24/2020,Lincoln,Nebraska,3,0,34914
3/25/2020,Lincoln,Nebraska,3,0,34914
3/26/2020,Lincoln,Nebraska,3,0,34914
3/27/2020,Lincoln,Nebraska,3,0,34914
3/28/2020,Lincoln,Nebraska,3,0,34914
3/29/2020,Lincoln,Nebraska,3,0,34914
3/23/2020,Madison,Nebraska,1,0,35099
3/24/2020,Madison,Nebraska,1,0,35099
3/25/2020,Madison,Nebraska,1,0,35099
3/26/2020,Madison,Nebraska,1,0,35099
3/27/2020,Madison,Nebraska,1,0,35099
3/28/2020,Madison,Nebraska,2,0,35099
3/29/2020,Madison,Nebraska,2,0,35099
3/19/2020,Nemaha,Nebraska,1,0,6972
3/20/2020,Nemaha,Nebraska,1,0,6972
3/21/2020,Nemaha,Nebraska,1,0,6972
3/22/2020,Nemaha,Nebraska,1,0,6972
3/23/2020,Nemaha,Nebraska,1,0,6972
3/24/2020,Nemaha,Nebraska,1,0,6972
3/25/2020,Nemaha,Nebraska,1,0,6972
3/26/2020,Nemaha,Nebraska,1,0,6972
3/27/2020,Nemaha,Nebraska,1,0,6972
3/28/2020,Nemaha,Nebraska,1,0,6972
3/29/2020,Nemaha,Nebraska,1,0,6972
3/28/2020,Platte,Nebraska,1,0,33470
3/29/2020,Platte,Nebraska,1,0,33470
3/17/2020,Sarpy,Nebraska,1,0,187196
3/18/2020,Sarpy,Nebraska,1,0,187196
3/19/2020,Sarpy,Nebraska,2,0,187196
3/20/2020,Sarpy,Nebraska,3,0,187196
3/21/2020,Sarpy,Nebraska,3,0,187196
3/22/2020,Sarpy,Nebraska,3,0,187196
3/23/2020,Sarpy,Nebraska,6,0,187196
3/24/2020,Sarpy,Nebraska,6,0,187196
3/25/2020,Sarpy,Nebraska,6,0,187196
3/26/2020,Sarpy,Nebraska,7,0,187196
3/27/2020,Sarpy,Nebraska,11,0,187196
3/28/2020,Sarpy,Nebraska,11,0,187196
3/29/2020,Sarpy,Nebraska,11,0,187196
3/24/2020,Saunders,Nebraska,1,0,21578
3/25/2020,Saunders,Nebraska,2,0,21578
3/26/2020,Saunders,Nebraska,2,0,21578
3/27/2020,Saunders,Nebraska,2,0,21578
3/28/2020,Saunders,Nebraska,2,0,21578
3/29/2020,Saunders,Nebraska,2,0,21578
3/29/2020,Scotts Bluff,Nebraska,1,0,35618
3/23/2020,Washington,Nebraska,2,0,20729
3/24/2020,Washington,Nebraska,2,0,20729
3/25/2020,Washington,Nebraska,5,0,20729
3/26/2020,Washington,Nebraska,5,0,20729
3/27/2020,Washington,Nebraska,5,0,20729
3/28/2020,Washington,Nebraska,5,0,20729
3/29/2020,Washington,Nebraska,9,0,20729
3/5/2020,Clark,Nevada,1,0,2266715
3/6/2020,Clark,Nevada,1,0,2266715
3/7/2020,Clark,Nevada,1,0,2266715
3/8/2020,Clark,Nevada,2,0,2266715
3/9/2020,Clark,Nevada,2,0,2266715
3/10/2020,Clark,Nevada,2,0,2266715
3/11/2020,Clark,Nevada,5,0,2266715
3/12/2020,Clark,Nevada,8,0,2266715
3/13/2020,Clark,Nevada,16,0,2266715
3/14/2020,Clark,Nevada,16,0,2266715
3/15/2020,Clark,Nevada,16,0,2266715
3/16/2020,Clark,Nevada,35,1,2266715
3/17/2020,Clark,Nevada,42,1,2266715
3/18/2020,Clark,Nevada,69,1,2266715
3/19/2020,Clark,Nevada,74,1,2266715
3/20/2020,Clark,Nevada,126,2,2266715
3/21/2020,Clark,Nevada,126,2,2266715
3/22/2020,Clark,Nevada,126,2,2266715
3/23/2020,Clark,Nevada,151,4,2266715
3/24/2020,Clark,Nevada,249,6,2266715
3/25/2020,Clark,Nevada,249,6,2266715
3/26/2020,Clark,Nevada,350,10,2266715
3/27/2020,Clark,Nevada,443,10,2266715
3/28/2020,Clark,Nevada,528,14,2266715
3/29/2020,Clark,Nevada,528,14,2266715
3/23/2020,Douglas,Nevada,1,0,48905
3/24/2020,Douglas,Nevada,2,0,48905
3/25/2020,Douglas,Nevada,3,0,48905
3/26/2020,Douglas,Nevada,3,0,48905
3/27/2020,Douglas,Nevada,4,0,48905
3/28/2020,Douglas,Nevada,5,0,48905
3/29/2020,Douglas,Nevada,5,0,48905
3/19/2020,Elko,Nevada,1,0,52778
3/20/2020,Elko,Nevada,2,0,52778
3/21/2020,Elko,Nevada,2,0,52778
3/22/2020,Elko,Nevada,2,0,52778
3/23/2020,Elko,Nevada,2,0,52778
3/24/2020,Elko,Nevada,2,0,52778
3/25/2020,Elko,Nevada,2,0,52778
3/26/2020,Elko,Nevada,2,0,52778
3/27/2020,Elko,Nevada,2,0,52778
3/28/2020,Elko,Nevada,3,0,52778
3/29/2020,Elko,Nevada,3,0,52778
3/28/2020,Humboldt,Nevada,1,0,16831
3/29/2020,Humboldt,Nevada,1,0,16831
3/25/2020,Lyon,Nevada,1,0,57510
3/26/2020,Lyon,Nevada,1,0,57510
3/27/2020,Lyon,Nevada,1,0,57510
3/28/2020,Lyon,Nevada,1,0,57510
3/29/2020,Lyon,Nevada,1,0,57510
3/20/2020,Nye,Nevada,1,0,46523
3/21/2020,Nye,Nevada,1,0,46523
3/22/2020,Nye,Nevada,1,0,46523
3/23/2020,Nye,Nevada,1,0,46523
3/24/2020,Nye,Nevada,1,0,46523
3/25/2020,Nye,Nevada,1,0,46523
3/26/2020,Nye,Nevada,1,0,46523
3/27/2020,Nye,Nevada,1,0,46523
3/28/2020,Nye,Nevada,1,0,46523
3/29/2020,Nye,Nevada,1,0,46523
3/5/2020,Washoe,Nevada,1,0,471519
3/6/2020,Washoe,Nevada,1,0,471519
3/7/2020,Washoe,Nevada,1,0,471519
3/8/2020,Washoe,Nevada,2,0,471519
3/9/2020,Washoe,Nevada,2,0,471519
3/10/2020,Washoe,Nevada,2,0,471519
3/11/2020,Washoe,Nevada,2,0,471519
3/12/2020,Washoe,Nevada,2,0,471519
3/13/2020,Washoe,Nevada,2,0,471519
3/14/2020,Washoe,Nevada,4,0,471519
3/15/2020,Washoe,Nevada,9,0,471519
3/16/2020,Washoe,Nevada,9,0,471519
3/17/2020,Washoe,Nevada,12,0,471519
3/18/2020,Washoe,Nevada,12,0,471519
3/19/2020,Washoe,Nevada,18,0,471519
3/20/2020,Washoe,Nevada,22,0,471519
3/21/2020,Washoe,Nevada,22,0,471519
3/22/2020,Washoe,Nevada,25,0,471519
3/23/2020,Washoe,Nevada,25,0,471519
3/24/2020,Washoe,Nevada,44,0,471519
3/25/2020,Washoe,Nevada,57,0,471519
3/26/2020,Washoe,Nevada,67,0,471519
3/27/2020,Washoe,Nevada,75,0,471519
3/28/2020,Washoe,Nevada,93,0,471519
3/29/2020,Washoe,Nevada,107,1,471519
3/12/2020,Carson City,Nevada,1,0,55916
3/13/2020,Carson City,Nevada,1,0,55916
3/14/2020,Carson City,Nevada,1,0,55916
3/15/2020,Carson City,Nevada,1,0,55916
3/16/2020,Carson City,Nevada,1,0,55916
3/17/2020,Carson City,Nevada,1,0,55916
3/18/2020,Carson City,Nevada,1,0,55916
3/19/2020,Carson City,Nevada,2,0,55916
3/20/2020,Carson City,Nevada,3,0,55916
3/21/2020,Carson City,Nevada,3,0,55916
3/22/2020,Carson City,Nevada,3,0,55916
3/23/2020,Carson City,Nevada,3,0,55916
3/24/2020,Carson City,Nevada,3,0,55916
3/25/2020,Carson City,Nevada,3,0,55916
3/26/2020,Carson City,Nevada,4,0,55916
3/27/2020,Carson City,Nevada,4,0,55916
3/28/2020,Carson City,Nevada,5,0,55916
3/29/2020,Carson City,Nevada,5,0,55916
3/18/2020,Belknap,New Hampshire,2,0,61303
3/19/2020,Belknap,New Hampshire,3,0,61303
3/20/2020,Belknap,New Hampshire,3,0,61303
3/21/2020,Belknap,New Hampshire,3,0,61303
3/22/2020,Belknap,New Hampshire,4,0,61303
3/23/2020,Belknap,New Hampshire,7,0,61303
3/24/2020,Belknap,New Hampshire,7,0,61303
3/25/2020,Belknap,New Hampshire,8,0,61303
3/26/2020,Belknap,New Hampshire,8,0,61303
3/27/2020,Belknap,New Hampshire,9,0,61303
3/28/2020,Belknap,New Hampshire,9,0,61303
3/29/2020,Belknap,New Hampshire,9,0,61303
3/16/2020,Carroll,New Hampshire,1,0,48910
3/17/2020,Carroll,New Hampshire,1,0,48910
3/18/2020,Carroll,New Hampshire,4,0,48910
3/19/2020,Carroll,New Hampshire,4,0,48910
3/20/2020,Carroll,New Hampshire,5,0,48910
3/21/2020,Carroll,New Hampshire,5,0,48910
3/22/2020,Carroll,New Hampshire,6,0,48910
3/23/2020,Carroll,New Hampshire,7,0,48910
3/24/2020,Carroll,New Hampshire,7,0,48910
3/25/2020,Carroll,New Hampshire,7,0,48910
3/26/2020,Carroll,New Hampshire,7,0,48910
3/27/2020,Carroll,New Hampshire,8,0,48910
3/28/2020,Carroll,New Hampshire,8,0,48910
3/29/2020,Carroll,New Hampshire,10,0,48910
3/20/2020,Cheshire,New Hampshire,1,0,76085
3/21/2020,Cheshire,New Hampshire,1,0,76085
3/22/2020,Cheshire,New Hampshire,1,0,76085
3/23/2020,Cheshire,New Hampshire,1,0,76085
3/24/2020,Cheshire,New Hampshire,1,0,76085
3/25/2020,Cheshire,New Hampshire,1,0,76085
3/26/2020,Cheshire,New Hampshire,2,0,76085
3/27/2020,Cheshire,New Hampshire,2,0,76085
3/28/2020,Cheshire,New Hampshire,2,0,76085
3/29/2020,Cheshire,New Hampshire,3,0,76085
3/2/2020,Grafton,New Hampshire,1,0,89886
3/3/2020,Grafton,New Hampshire,2,0,89886
3/4/2020,Grafton,New Hampshire,2,0,89886
3/5/2020,Grafton,New Hampshire,2,0,89886
3/6/2020,Grafton,New Hampshire,2,0,89886
3/7/2020,Grafton,New Hampshire,3,0,89886
3/8/2020,Grafton,New Hampshire,3,0,89886
3/9/2020,Grafton,New Hampshire,3,0,89886
3/10/2020,Grafton,New Hampshire,3,0,89886
3/11/2020,Grafton,New Hampshire,3,0,89886
3/12/2020,Grafton,New Hampshire,3,0,89886
3/13/2020,Grafton,New Hampshire,3,0,89886
3/14/2020,Grafton,New Hampshire,3,0,89886
3/15/2020,Grafton,New Hampshire,3,0,89886
3/16/2020,Grafton,New Hampshire,5,0,89886
3/17/2020,Grafton,New Hampshire,7,0,89886
3/18/2020,Grafton,New Hampshire,7,0,89886
3/19/2020,Grafton,New Hampshire,9,0,89886
3/20/2020,Grafton,New Hampshire,13,0,89886
3/21/2020,Grafton,New Hampshire,14,0,89886
3/22/2020,Grafton,New Hampshire,15,0,89886
3/23/2020,Grafton,New Hampshire,20,0,89886
3/24/2020,Grafton,New Hampshire,21,0,89886
3/25/2020,Grafton,New Hampshire,22,0,89886
3/26/2020,Grafton,New Hampshire,23,0,89886
3/27/2020,Grafton,New Hampshire,26,0,89886
3/28/2020,Grafton,New Hampshire,28,0,89886
3/29/2020,Grafton,New Hampshire,30,0,89886
3/15/2020,Hillsborough,New Hampshire,1,0,417025
3/16/2020,Hillsborough,New Hampshire,1,0,417025
3/17/2020,Hillsborough,New Hampshire,4,0,417025
3/18/2020,Hillsborough,New Hampshire,8,0,417025
3/19/2020,Hillsborough,New Hampshire,8,0,417025
3/20/2020,Hillsborough,New Hampshire,11,0,417025
3/21/2020,Hillsborough,New Hampshire,12,0,417025
3/22/2020,Hillsborough,New Hampshire,16,0,417025
3/23/2020,Hillsborough,New Hampshire,19,1,417025
3/24/2020,Hillsborough,New Hampshire,20,1,417025
3/25/2020,Hillsborough,New Hampshire,30,1,417025
3/26/2020,Hillsborough,New Hampshire,35,1,417025
3/27/2020,Hillsborough,New Hampshire,43,2,417025
3/28/2020,Hillsborough,New Hampshire,53,2,417025
3/29/2020,Hillsborough,New Hampshire,68,2,417025
3/18/2020,Merrimack,New Hampshire,1,0,151391
3/19/2020,Merrimack,New Hampshire,2,0,151391
3/20/2020,Merrimack,New Hampshire,2,0,151391
3/21/2020,Merrimack,New Hampshire,4,0,151391
3/22/2020,Merrimack,New Hampshire,4,0,151391
3/23/2020,Merrimack,New Hampshire,4,0,151391
3/24/2020,Merrimack,New Hampshire,4,0,151391
3/25/2020,Merrimack,New Hampshire,5,0,151391
3/26/2020,Merrimack,New Hampshire,7,0,151391
3/27/2020,Merrimack,New Hampshire,11,0,151391
3/28/2020,Merrimack,New Hampshire,14,0,151391
3/29/2020,Merrimack,New Hampshire,18,0,151391
3/7/2020,Rockingham,New Hampshire,1,0,309769
3/8/2020,Rockingham,New Hampshire,1,0,309769
3/9/2020,Rockingham,New Hampshire,1,0,309769
3/10/2020,Rockingham,New Hampshire,2,0,309769
3/11/2020,Rockingham,New Hampshire,2,0,309769
3/12/2020,Rockingham,New Hampshire,3,0,309769
3/13/2020,Rockingham,New Hampshire,4,0,309769
3/14/2020,Rockingham,New Hampshire,4,0,309769
3/15/2020,Rockingham,New Hampshire,9,0,309769
3/16/2020,Rockingham,New Hampshire,10,0,309769
3/17/2020,Rockingham,New Hampshire,14,0,309769
3/18/2020,Rockingham,New Hampshire,17,0,309769
3/19/2020,Rockingham,New Hampshire,18,0,309769
3/20/2020,Rockingham,New Hampshire,20,0,309769
3/21/2020,Rockingham,New Hampshire,25,0,309769
3/22/2020,Rockingham,New Hampshire,28,0,309769
3/23/2020,Rockingham,New Hampshire,38,0,309769
3/24/2020,Rockingham,New Hampshire,42,0,309769
3/25/2020,Rockingham,New Hampshire,56,0,309769
3/26/2020,Rockingham,New Hampshire,67,0,309769
3/27/2020,Rockingham,New Hampshire,75,0,309769
3/28/2020,Rockingham,New Hampshire,86,0,309769
3/29/2020,Rockingham,New Hampshire,100,1,309769
3/21/2020,Strafford,New Hampshire,1,0,130633
3/22/2020,Strafford,New Hampshire,3,0,130633
3/23/2020,Strafford,New Hampshire,4,0,130633
3/24/2020,Strafford,New Hampshire,5,0,130633
3/25/2020,Strafford,New Hampshire,7,0,130633
3/26/2020,Strafford,New Hampshire,7,0,130633
3/27/2020,Strafford,New Hampshire,11,0,130633
3/28/2020,Strafford,New Hampshire,12,0,130633
3/29/2020,Strafford,New Hampshire,17,0,130633
3/22/2020,Sullivan,New Hampshire,1,0,43146
3/23/2020,Sullivan,New Hampshire,1,0,43146
3/24/2020,Sullivan,New Hampshire,1,0,43146
3/25/2020,Sullivan,New Hampshire,1,0,43146
3/26/2020,Sullivan,New Hampshire,2,0,43146
3/27/2020,Sullivan,New Hampshire,2,0,43146
3/28/2020,Sullivan,New Hampshire,2,0,43146
3/29/2020,Sullivan,New Hampshire,3,0,43146
3/18/2020,Atlantic,New Jersey,3,0,263670
3/19/2020,Atlantic,New Jersey,3,0,263670
3/20/2020,Atlantic,New Jersey,3,0,263670
3/21/2020,Atlantic,New Jersey,4,0,263670
3/22/2020,Atlantic,New Jersey,5,0,263670
3/23/2020,Atlantic,New Jersey,6,0,263670
3/24/2020,Atlantic,New Jersey,6,0,263670
3/25/2020,Atlantic,New Jersey,9,0,263670
3/26/2020,Atlantic,New Jersey,10,0,263670
3/27/2020,Atlantic,New Jersey,14,0,263670
3/28/2020,Atlantic,New Jersey,17,0,263670
3/29/2020,Atlantic,New Jersey,24,0,263670
3/4/2020,Bergen,New Jersey,1,0,932202
3/5/2020,Bergen,New Jersey,2,0,932202
3/6/2020,Bergen,New Jersey,3,0,932202
3/7/2020,Bergen,New Jersey,3,0,932202
3/8/2020,Bergen,New Jersey,4,0,932202
3/9/2020,Bergen,New Jersey,5,0,932202
3/10/2020,Bergen,New Jersey,7,1,932202
3/11/2020,Bergen,New Jersey,11,1,932202
3/12/2020,Bergen,New Jersey,13,1,932202
3/13/2020,Bergen,New Jersey,17,1,932202
3/14/2020,Bergen,New Jersey,31,1,932202
3/15/2020,Bergen,New Jersey,32,1,932202
3/16/2020,Bergen,New Jersey,61,2,932202
3/17/2020,Bergen,New Jersey,84,2,932202
3/18/2020,Bergen,New Jersey,133,4,932202
3/19/2020,Bergen,New Jersey,297,6,932202
3/20/2020,Bergen,New Jersey,342,7,932202
3/21/2020,Bergen,New Jersey,362,9,932202
3/22/2020,Bergen,New Jersey,457,10,932202
3/23/2020,Bergen,New Jersey,609,12,932202
3/24/2020,Bergen,New Jersey,701,14,932202
3/25/2020,Bergen,New Jersey,819,15,932202
3/26/2020,Bergen,New Jersey,1206,21,932202
3/27/2020,Bergen,New Jersey,1505,28,932202
3/28/2020,Bergen,New Jersey,1838,35,932202
3/29/2020,Bergen,New Jersey,2169,35,932202
3/10/2020,Burlington,New Jersey,2,0,445349
3/11/2020,Burlington,New Jersey,2,0,445349
3/12/2020,Burlington,New Jersey,2,0,445349
3/13/2020,Burlington,New Jersey,3,0,445349
3/14/2020,Burlington,New Jersey,3,0,445349
3/15/2020,Burlington,New Jersey,4,0,445349
3/16/2020,Burlington,New Jersey,5,0,445349
3/17/2020,Burlington,New Jersey,5,0,445349
3/18/2020,Burlington,New Jersey,10,0,445349
3/19/2020,Burlington,New Jersey,14,0,445349
3/20/2020,Burlington,New Jersey,17,0,445349
3/21/2020,Burlington,New Jersey,20,0,445349
3/22/2020,Burlington,New Jersey,26,0,445349
3/23/2020,Burlington,New Jersey,36,0,445349
3/24/2020,Burlington,New Jersey,42,0,445349
3/25/2020,Burlington,New Jersey,48,1,445349
3/26/2020,Burlington,New Jersey,64,3,445349
3/27/2020,Burlington,New Jersey,88,3,445349
3/28/2020,Burlington,New Jersey,115,3,445349
3/29/2020,Burlington,New Jersey,142,3,445349
3/6/2020,Camden,New Jersey,1,0,506471
3/7/2020,Camden,New Jersey,1,0,506471
3/8/2020,Camden,New Jersey,1,0,506471
3/9/2020,Camden,New Jersey,1,0,506471
3/10/2020,Camden,New Jersey,1,0,506471
3/11/2020,Camden,New Jersey,1,0,506471
3/12/2020,Camden,New Jersey,1,0,506471
3/13/2020,Camden,New Jersey,2,0,506471
3/14/2020,Camden,New Jersey,2,0,506471
3/15/2020,Camden,New Jersey,2,0,506471
3/16/2020,Camden,New Jersey,3,0,506471
3/17/2020,Camden,New Jersey,3,0,506471
3/18/2020,Camden,New Jersey,10,0,506471
3/19/2020,Camden,New Jersey,11,0,506471
3/20/2020,Camden,New Jersey,15,0,506471
3/21/2020,Camden,New Jersey,15,0,506471
3/22/2020,Camden,New Jersey,22,0,506471
3/23/2020,Camden,New Jersey,33,0,506471
3/24/2020,Camden,New Jersey,51,1,506471
3/25/2020,Camden,New Jersey,61,1,506471
3/26/2020,Camden,New Jersey,73,1,506471
3/27/2020,Camden,New Jersey,95,1,506471
3/28/2020,Camden,New Jersey,123,1,506471
3/29/2020,Camden,New Jersey,163,1,506471
3/19/2020,Cape May,New Jersey,1,0,92039
3/20/2020,Cape May,New Jersey,1,0,92039
3/21/2020,Cape May,New Jersey,2,0,92039
3/22/2020,Cape May,New Jersey,2,0,92039
3/23/2020,Cape May,New Jersey,2,0,92039
3/24/2020,Cape May,New Jersey,3,0,92039
3/25/2020,Cape May,New Jersey,4,0,92039
3/26/2020,Cape May,New Jersey,6,0,92039
3/27/2020,Cape May,New Jersey,7,0,92039
3/28/2020,Cape May,New Jersey,7,0,92039
3/29/2020,Cape May,New Jersey,9,0,92039
3/20/2020,Cumberland,New Jersey,1,0,149527
3/21/2020,Cumberland,New Jersey,1,0,149527
3/22/2020,Cumberland,New Jersey,1,0,149527
3/23/2020,Cumberland,New Jersey,1,0,149527
3/24/2020,Cumberland,New Jersey,2,0,149527
3/25/2020,Cumberland,New Jersey,3,1,149527
3/26/2020,Cumberland,New Jersey,4,1,149527
3/27/2020,Cumberland,New Jersey,9,1,149527
3/28/2020,Cumberland,New Jersey,11,1,149527
3/29/2020,Cumberland,New Jersey,11,1,149527
3/12/2020,Essex,New Jersey,1,0,798975
3/13/2020,Essex,New Jersey,6,0,798975
3/14/2020,Essex,New Jersey,7,0,798975
3/15/2020,Essex,New Jersey,11,0,798975
3/16/2020,Essex,New Jersey,20,0,798975
3/17/2020,Essex,New Jersey,32,0,798975
3/18/2020,Essex,New Jersey,45,0,798975
3/19/2020,Essex,New Jersey,63,2,798975
3/20/2020,Essex,New Jersey,73,3,798975
3/21/2020,Essex,New Jersey,107,4,798975
3/22/2020,Essex,New Jersey,172,4,798975
3/23/2020,Essex,New Jersey,273,5,798975
3/24/2020,Essex,New Jersey,342,8,798975
3/25/2020,Essex,New Jersey,381,11,798975
3/26/2020,Essex,New Jersey,609,15,798975
3/27/2020,Essex,New Jersey,826,18,798975
3/28/2020,Essex,New Jersey,1086,20,798975
3/29/2020,Essex,New Jersey,1227,20,798975
3/17/2020,Gloucester,New Jersey,2,0,291636
3/18/2020,Gloucester,New Jersey,2,0,291636
3/19/2020,Gloucester,New Jersey,3,0,291636
3/20/2020,Gloucester,New Jersey,3,0,291636
3/21/2020,Gloucester,New Jersey,6,0,291636
3/22/2020,Gloucester,New Jersey,8,0,291636
3/23/2020,Gloucester,New Jersey,13,0,291636
3/24/2020,Gloucester,New Jersey,19,0,291636
3/25/2020,Gloucester,New Jersey,23,0,291636
3/26/2020,Gloucester,New Jersey,33,0,291636
3/27/2020,Gloucester,New Jersey,40,1,291636
3/28/2020,Gloucester,New Jersey,51,1,291636
3/29/2020,Gloucester,New Jersey,72,1,291636
3/9/2020,Hudson,New Jersey,1,0,672391
3/10/2020,Hudson,New Jersey,1,0,672391
3/11/2020,Hudson,New Jersey,1,0,672391
3/12/2020,Hudson,New Jersey,1,0,672391
3/13/2020,Hudson,New Jersey,3,0,672391
3/14/2020,Hudson,New Jersey,5,0,672391
3/15/2020,Hudson,New Jersey,10,0,672391
3/16/2020,Hudson,New Jersey,19,0,672391
3/17/2020,Hudson,New Jersey,24,0,672391
3/18/2020,Hudson,New Jersey,34,0,672391
3/19/2020,Hudson,New Jersey,55,0,672391
3/20/2020,Hudson,New Jersey,66,0,672391
3/21/2020,Hudson,New Jersey,97,0,672391
3/22/2020,Hudson,New Jersey,126,0,672391
3/23/2020,Hudson,New Jersey,190,0,672391
3/24/2020,Hudson,New Jersey,234,3,672391
3/25/2020,Hudson,New Jersey,260,4,672391
3/26/2020,Hudson,New Jersey,441,4,672391
