"Country","Date","Day","Cases","Death","Population","Cases_Percent","Death_Percent","Beta"
"Thailand",2020-03-05,5,47,1,69428524,0.00000068,0.00000001,0
"Thailand",2020-03-06,6,48,1,69428524,0.00000069,0.00000001,0
"Thailand",2020-03-07,7,50,1,69428524,0.00000072,0.00000001,0
"Thailand",2020-03-08,8,50,1,69428524,0.00000072,0.00000001,0
"Thailand",2020-03-09,9,50,1,69428524,0.00000072,0.00000001,0
"Thailand",2020-03-10,10,53,1,69428524,0.00000076,0.00000001,0
"Thailand",2020-03-11,11,59,1,69428524,0.00000085,0.00000001,0
"Thailand",2020-03-12,12,70,1,69428524,0.00000101,0.00000001,0
"Thailand",2020-03-13,13,75,1,69428524,0.00000108,0.00000001,0
"Thailand",2020-03-14,14,82,1,69428524,0.00000118,0.00000001,0
"Thailand",2020-03-15,15,114,1,69428524,0.00000164,0.00000001,0.042
"Thailand",2020-03-16,16,147,1,69428524,0.00000212,0.00000001,0.098
"Thailand",2020-03-17,17,177,1,69428524,0.00000255,0.00000001,0.131
"Thailand",2020-03-18,18,212,1,69428524,0.00000305,0.00000001,0.159
"Thailand",2020-03-19,19,272,1,69428524,0.00000392,0.00000001,0.2
"Thailand",2020-03-20,20,322,1,69428524,0.00000464,0.00000001,0.219
"Thailand",2020-03-21,21,411,1,69428524,0.00000592,0.00000001,0.252
"Thailand",2020-03-22,22,599,1,69428524,0.00000863,0.00000001,0.308
"Thailand",2020-03-23,23,721,1,69428524,0.00001038,0.00000001,0.323
"Thailand",2020-03-24,24,827,4,69428524,0.00001191,0.00000006,0.329
"Thailand",2020-03-25,25,934,4,69428524,0.00001345,0.00000006,0.331
"Thailand",2020-03-26,26,1045,4,69428524,0.00001505,0.00000006,0.331
"Thailand",2020-03-27,27,1136,5,69428524,0.00001636,0.00000007,0.327
"Thailand",2020-03-28,28,1245,6,69428524,0.00001793,0.00000009,0.325
"Thailand",2020-03-29,29,1388,7,69428524,0.00001999,0.0000001,0.325
"Thailand",2020-03-30,30,1524,9,69428524,0.00002195,0.00000013,0.324
"Thailand",2020-03-31,31,1651,10,69428524,0.00002378,0.00000014,0.321
"Thailand",2020-04-01,32,1771,12,69428524,0.00002551,0.00000017,0.316
"Thailand",2020-04-02,33,1875,15,69428524,0.00002701,0.00000022,0.311
"Thailand",2020-04-03,34,1978,19,69428524,0.00002849,0.00000027,0.306
"Thailand",2020-04-04,35,2067,20,69428524,0.00002977,0.00000029,0.3
"Thailand",2020-04-05,36,2169,23,69428524,0.00003124,0.00000033,0.295
"Turkey",2020-03-16,0,0,0,82319724,0,0,NA
"Turkey",2020-03-17,1,47,1,82319724,0.00000057,0.00000001,0
"Turkey",2020-03-18,2,98,1,82319724,0.00000119,0.00000001,0
"Turkey",2020-03-19,3,192,3,82319724,0.00000233,0.00000004,20
"Turkey",2020-03-20,4,359,4,82319724,0.00000436,0.00000005,20
"Turkey",2020-03-21,5,670,9,82319724,0.00000814,0.00000011,14
"Turkey",2020-03-22,6,1236,30,82319724,0.00001501,0.00000036,11
"Turkey",2020-03-23,7,1529,37,82319724,0.00001857,0.00000045,7.5
"Turkey",2020-03-24,8,1872,44,82319724,0.00002274,0.00000053,5.5
"Turkey",2020-03-25,9,2433,59,82319724,0.00002956,0.00000072,4.525
"Turkey",2020-03-26,10,3629,75,82319724,0.00004408,0.00000091,4.125
"Turkey",2020-03-27,11,5698,92,82319724,0.00006922,0.00000112,3.95
"Turkey",2020-03-28,12,7402,108,82319724,0.00008992,0.00000131,3.5
"Turkey",2020-03-29,13,9217,131,82319724,0.00011197,0.00000159,3.125
"Turkey",2020-03-30,14,10827,168,82319724,0.00013152,0.00000204,2.75
"Turkey",2020-03-31,15,13531,214,82319724,0.00016437,0.0000026,2.525
"Turkey",2020-04-01,16,15679,277,82319724,0.00019046,0.00000336,2.3
"Turkey",2020-04-02,17,18135,356,82319724,0.0002203,0.00000432,2.1
"Turkey",2020-04-03,18,20921,425,82319724,0.00025414,0.00000516,1.935
"Turkey",2020-04-04,19,23934,501,82319724,0.00029074,0.00000609,1.794
"Turkey",2020-04-05,20,27069,574,82319724,0.00032883,0.00000697,1.67
"United Arab Emirates",2020-03-19,0,0,0,9630959,0,0,NA
"United Arab Emirates",2020-03-20,1,140,2,9630959,0.00001454,0.00000021,0
"United Arab Emirates",2020-03-21,2,153,2,9630959,0.00001589,0.00000021,0
"United Arab Emirates",2020-03-22,3,153,2,9630959,0.00001589,0.00000021,0
"United Arab Emirates",2020-03-23,4,198,2,9630959,0.00002056,0.00000021,0.114
"United Arab Emirates",2020-03-24,5,248,2,9630959,0.00002575,0.00000021,0.283
"United Arab Emirates",2020-03-25,6,333,2,9630959,0.00003458,0.00000021,0.513
"United Arab Emirates",2020-03-26,7,333,2,9630959,0.00003458,0.00000021,0.266
"United Arab Emirates",2020-03-27,8,405,2,9630959,0.00004205,0.00000021,0.324
"United Arab Emirates",2020-03-28,9,468,2,9630959,0.00004859,0.00000021,0.328
"United Arab Emirates",2020-03-29,10,570,3,9630959,0.00005918,0.00000031,0.369
"United Arab Emirates",2020-03-30,11,611,5,9630959,0.00006344,0.00000052,0.329
"United Arab Emirates",2020-03-31,12,664,6,9630959,0.00006894,0.00000062,0.307
"United Arab Emirates",2020-04-01,13,814,8,9630959,0.00008452,0.00000083,0.343
"United Arab Emirates",2020-04-02,14,1024,8,9630959,0.00010632,0.00000083,0.384
"United Arab Emirates",2020-04-03,15,1264,9,9630959,0.00013124,0.00000093,0.412
"United Arab Emirates",2020-04-04,16,1505,10,9630959,0.00015627,0.00000104,0.423
"United Arab Emirates",2020-04-05,17,1799,10,9630959,0.00018679,0.00000104,0.435
"United Kingdom",2020-03-04,0,0,0,66488991,0,0,NA
"United Kingdom",2020-03-05,1,116,1,66488991,0.00000174,0.00000002,0
"United Kingdom",2020-03-06,2,164,2,66488991,0.00000247,0.00000003,0
"United Kingdom",2020-03-07,3,207,2,66488991,0.00000311,0.00000003,7.5
"United Kingdom",2020-03-08,4,274,3,66488991,0.00000412,0.00000005,3.175
"United Kingdom",2020-03-09,5,322,4,66488991,0.00000484,0.00000006,1.686
"United Kingdom",2020-03-10,6,384,6,66488991,0.00000578,0.00000009,1.205
"United Kingdom",2020-03-11,7,459,8,66488991,0.0000069,0.00000012,0.982
"United Kingdom",2020-03-12,8,459,8,66488991,0.0000069,0.00000012,0.651
"United Kingdom",2020-03-13,9,802,8,66488991,0.00001206,0.00000012,1.005
"United Kingdom",2020-03-14,10,1144,21,66488991,0.00001721,0.00000032,1.089
"United Kingdom",2020-03-15,11,1145,21,66488991,0.00001722,0.00000032,0.864
"United Kingdom",2020-03-16,12,1551,56,66488991,0.00002333,0.00000084,0.907
"United Kingdom",2020-03-17,13,1960,56,66488991,0.00002948,0.00000084,0.899
"United Kingdom",2020-03-18,14,2642,72,66488991,0.00003974,0.00000108,0.929
"United Kingdom",2020-03-19,15,2716,138,66488991,0.00004085,0.00000208,0.818
"United Kingdom",2020-03-20,16,4014,178,66488991,0.00006037,0.00000268,0.892
"United Kingdom",2020-03-21,17,5067,234,66488991,0.00007621,0.00000352,0.889
"United Kingdom",2020-03-22,18,5745,282,66488991,0.00008641,0.00000424,0.843
"United Kingdom",2020-03-23,19,6726,336,66488991,0.00010116,0.00000505,0.817
"United Kingdom",2020-03-24,20,8164,423,66488991,0.00012279,0.00000636,0.806
"United Kingdom",2020-03-25,21,9640,466,66488991,0.00014499,0.00000701,0.788
"United Kingdom",2020-03-26,22,11812,580,66488991,0.00017765,0.00000872,0.783
"United Kingdom",2020-03-27,23,14745,761,66488991,0.00022177,0.00001145,0.783
"United Kingdom",2020-03-28,24,17312,1021,66488991,0.00026037,0.00001536,0.768
"United Kingdom",2020-03-29,25,19780,1231,66488991,0.00029749,0.00001851,0.748
"United Kingdom",2020-03-30,26,22453,1411,66488991,0.0003377,0.00002122,0.728
"United Kingdom",2020-03-31,27,25481,1793,66488991,0.00038324,0.00002697,0.711
"United Kingdom",2020-04-01,28,29865,2357,66488991,0.00044917,0.00003545,0.701
"United Kingdom",2020-04-02,29,34173,2926,66488991,0.00051396,0.00004401,0.688
"United Kingdom",2020-04-03,30,38689,3611,66488991,0.00058189,0.00005431,0.674
"United Kingdom",2020-04-04,31,42477,4320,66488991,0.00063886,0.00006497,0.656
"United Kingdom",2020-04-05,32,48436,4943,66488991,0.00072848,0.00007434,0.646
"US",2020-02-28,0,0,0,327167434,0,0,NA
"US",2020-02-29,1,68,1,327167434,0.00000021,0,0
"US",2020-03-01,2,74,1,327167434,0.00000023,0,0
"US",2020-03-02,3,98,6,327167434,0.0000003,0.00000002,3.3
"US",2020-03-03,4,118,7,327167434,0.00000036,0.00000002,1.076
"US",2020-03-04,5,149,11,327167434,0.00000046,0.00000003,0.877
"US",2020-03-05,6,217,12,327167434,0.00000066,0.00000004,1.078
"US",2020-03-06,7,262,14,327167434,0.0000008,0.00000004,0.917
"US",2020-03-07,8,402,17,327167434,0.00000123,0.00000005,1.144
"US",2020-03-08,9,518,21,327167434,0.00000158,0.00000006,1.097
"US",2020-03-09,10,583,22,327167434,0.00000178,0.00000007,0.943
"US",2020-03-10,11,959,28,327167434,0.00000293,0.00000009,1.145
"US",2020-03-11,12,1281,36,327167434,0.00000392,0.00000011,1.149
"US",2020-03-12,13,1663,40,327167434,0.00000508,0.00000012,1.131
"US",2020-03-13,14,2179,47,327167434,0.00000666,0.00000014,1.124
"US",2020-03-14,15,2727,54,327167434,0.00000834,0.00000017,1.093
"US",2020-03-15,16,3499,63,327167434,0.00001069,0.00000019,1.079
"US",2020-03-16,17,4632,85,327167434,0.00001416,0.00000026,1.083
"US",2020-03-17,18,6421,108,327167434,0.00001963,0.00000033,1.107
"US",2020-03-18,19,7783,118,327167434,0.00002379,0.00000036,1.072
"US",2020-03-19,20,13677,200,327167434,0.0000418,0.00000061,1.189
"US",2020-03-20,21,19100,244,327167434,0.00005838,0.00000075,1.206
"US",2020-03-21,22,25489,307,327167434,0.00007791,0.00000094,1.205
"US",2020-03-22,23,33276,417,327167434,0.00010171,0.00000127,1.197
"US",2020-03-23,24,43847,557,327167434,0.00013402,0.0000017,1.192
"US",2020-03-24,25,53740,706,327167434,0.00016426,0.00000216,1.166
"US",2020-03-25,26,65778,942,327167434,0.00020105,0.00000288,1.141
"US",2020-03-26,27,83836,1209,327167434,0.00025625,0.0000037,1.131
"US",2020-03-27,28,101657,1581,327167434,0.00031072,0.00000483,1.108
"US",2020-03-28,29,121478,2026,327167434,0.0003713,0.00000619,1.083
"US",2020-03-29,30,140886,2467,327167434,0.00043062,0.00000754,1.054
"US",2020-03-30,31,161807,2978,327167434,0.00049457,0.0000091,1.025
"US",2020-03-31,32,188172,3873,327167434,0.00057516,0.00001184,1.001
"US",2020-04-01,33,213372,4757,327167434,0.00065218,0.00001454,0.974
"US",2020-04-02,34,243453,5926,327167434,0.00074412,0.00001811,0.95
"US",2020-04-03,35,275586,7087,327167434,0.00084234,0.00002166,0.927
"US",2020-04-04,36,308850,8407,327167434,0.00094401,0.0000257,0.904
"US",2020-04-05,37,337072,9619,327167434,0.00103027,0.0000294,0.878
