"Date","Day","County_state","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-03-28,6,"Madison_New York",19,0,70941,0.00026783,0
2020-03-29,7,"Madison_New York",24,0,70941,0.00033831,0
2020-03-11,0,"Monroe_New York",1,0,741770,0.00000135,0
2020-03-12,1,"Monroe_New York",1,0,741770,0.00000135,0
2020-03-13,2,"Monroe_New York",1,0,741770,0.00000135,0
2020-03-14,3,"Monroe_New York",2,0,741770,0.0000027,0
2020-03-15,4,"Monroe_New York",2,0,741770,0.0000027,0
2020-03-16,5,"Monroe_New York",10,0,741770,0.00001348,0
2020-03-17,6,"Monroe_New York",11,0,741770,0.00001483,0
2020-03-18,7,"Monroe_New York",14,0,741770,0.00001887,0
2020-03-19,8,"Monroe_New York",28,0,741770,0.00003775,0
2020-03-20,9,"Monroe_New York",32,0,741770,0.00004314,0
2020-03-21,10,"Monroe_New York",42,0,741770,0.00005662,0
2020-03-22,11,"Monroe_New York",57,0,741770,0.00007684,0
2020-03-23,12,"Monroe_New York",76,0,741770,0.00010246,0
2020-03-24,13,"Monroe_New York",96,0,741770,0.00012942,0
2020-03-25,14,"Monroe_New York",118,0,741770,0.00015908,0
2020-03-26,15,"Monroe_New York",139,3,741770,0.00018739,0.00000404
2020-03-27,16,"Monroe_New York",160,4,741770,0.0002157,0.00000539
2020-03-28,17,"Monroe_New York",202,5,741770,0.00027232,0.00000674
2020-03-29,18,"Monroe_New York",219,6,741770,0.00029524,0.00000809
2020-03-15,0,"Montgomery_New York",1,0,49221,0.00002032,0
2020-03-16,1,"Montgomery_New York",1,0,49221,0.00002032,0
2020-03-17,2,"Montgomery_New York",1,0,49221,0.00002032,0
2020-03-18,3,"Montgomery_New York",1,0,49221,0.00002032,0
2020-03-19,4,"Montgomery_New York",1,0,49221,0.00002032,0
2020-03-20,5,"Montgomery_New York",2,0,49221,0.00004063,0
2020-03-21,6,"Montgomery_New York",3,0,49221,0.00006095,0
2020-03-22,7,"Montgomery_New York",3,0,49221,0.00006095,0
2020-03-23,8,"Montgomery_New York",3,0,49221,0.00006095,0
2020-03-24,9,"Montgomery_New York",3,0,49221,0.00006095,0
2020-03-25,10,"Montgomery_New York",4,0,49221,0.00008127,0
2020-03-26,11,"Montgomery_New York",5,0,49221,0.00010158,0
2020-03-27,12,"Montgomery_New York",5,0,49221,0.00010158,0
2020-03-28,13,"Montgomery_New York",5,0,49221,0.00010158,0
2020-03-29,14,"Montgomery_New York",6,0,49221,0.0001219,0
2020-03-05,0,"Nassau_New York",1,0,1356924,0.00000074,0
2020-03-06,1,"Nassau_New York",4,0,1356924,0.00000295,0
2020-03-07,2,"Nassau_New York",4,0,1356924,0.00000295,0
2020-03-08,3,"Nassau_New York",5,0,1356924,0.00000368,0
2020-03-09,4,"Nassau_New York",17,0,1356924,0.00001253,0
2020-03-10,5,"Nassau_New York",19,0,1356924,0.000014,0
2020-03-11,6,"Nassau_New York",28,0,1356924,0.00002063,0
2020-03-12,7,"Nassau_New York",41,0,1356924,0.00003022,0
2020-03-13,8,"Nassau_New York",51,0,1356924,0.00003759,0
2020-03-14,9,"Nassau_New York",79,0,1356924,0.00005822,0
2020-03-15,10,"Nassau_New York",98,0,1356924,0.00007222,0
2020-03-16,11,"Nassau_New York",109,0,1356924,0.00008033,0
2020-03-17,12,"Nassau_New York",131,2,1356924,0.00009654,0.00000147
2020-03-18,13,"Nassau_New York",183,2,1356924,0.00013486,0.00000147
2020-03-19,14,"Nassau_New York",382,3,1356924,0.00028152,0.00000221
2020-03-20,15,"Nassau_New York",754,4,1356924,0.00055567,0.00000295
2020-03-21,16,"Nassau_New York",1234,7,1356924,0.00090941,0.00000516
2020-03-22,17,"Nassau_New York",1900,7,1356924,0.00140023,0.00000516
2020-03-23,18,"Nassau_New York",2442,9,1356924,0.00179966,0.00000663
2020-03-24,19,"Nassau_New York",2869,9,1356924,0.00211434,0.00000663
2020-03-25,20,"Nassau_New York",3285,17,1356924,0.00242092,0.00001253
2020-03-26,21,"Nassau_New York",3914,19,1356924,0.00288447,0.000014
2020-03-27,22,"Nassau_New York",4657,27,1356924,0.00343203,0.0000199
2020-03-28,23,"Nassau_New York",5537,35,1356924,0.00408055,0.00002579
2020-03-29,24,"Nassau_New York",6445,39,1356924,0.00474971,0.00002874
2020-03-20,0,"Niagara_New York",3,0,209281,0.00001433,0
2020-03-21,1,"Niagara_New York",4,0,209281,0.00001911,0
2020-03-22,2,"Niagara_New York",6,0,209281,0.00002867,0
2020-03-23,3,"Niagara_New York",10,0,209281,0.00004778,0
2020-03-24,4,"Niagara_New York",11,0,209281,0.00005256,0
2020-03-25,5,"Niagara_New York",12,0,209281,0.00005734,0
2020-03-26,6,"Niagara_New York",14,0,209281,0.0000669,0
2020-03-27,7,"Niagara_New York",23,0,209281,0.0001099,0
2020-03-28,8,"Niagara_New York",33,0,209281,0.00015768,0
2020-03-29,9,"Niagara_New York",38,0,209281,0.00018157,0
2020-03-20,0,"Oneida_New York",2,0,228671,0.00000875,0
2020-03-21,1,"Oneida_New York",4,0,228671,0.00001749,0
2020-03-22,2,"Oneida_New York",5,0,228671,0.00002187,0
2020-03-23,3,"Oneida_New York",7,0,228671,0.00003061,0
2020-03-24,4,"Oneida_New York",8,0,228671,0.00003498,0
2020-03-25,5,"Oneida_New York",9,0,228671,0.00003936,0
2020-03-26,6,"Oneida_New York",13,0,228671,0.00005685,0
2020-03-27,7,"Oneida_New York",13,0,228671,0.00005685,0
2020-03-28,8,"Oneida_New York",23,0,228671,0.00010058,0
2020-03-29,9,"Oneida_New York",26,0,228671,0.0001137,0
2020-03-16,0,"Onondaga_New York",1,0,460528,0.00000217,0
2020-03-17,1,"Onondaga_New York",2,0,460528,0.00000434,0
2020-03-18,2,"Onondaga_New York",2,0,460528,0.00000434,0
2020-03-19,3,"Onondaga_New York",2,0,460528,0.00000434,0
2020-03-20,4,"Onondaga_New York",8,0,460528,0.00001737,0
2020-03-21,5,"Onondaga_New York",17,0,460528,0.00003691,0
2020-03-22,6,"Onondaga_New York",29,0,460528,0.00006297,0
2020-03-23,7,"Onondaga_New York",52,0,460528,0.00011291,0
2020-03-24,8,"Onondaga_New York",60,0,460528,0.00013029,0
2020-03-25,9,"Onondaga_New York",65,0,460528,0.00014114,0
2020-03-26,10,"Onondaga_New York",83,0,460528,0.00018023,0
2020-03-27,11,"Onondaga_New York",115,0,460528,0.00024971,0
2020-03-28,12,"Onondaga_New York",129,0,460528,0.00028011,0
2020-03-29,13,"Onondaga_New York",152,0,460528,0.00033006,0
2020-03-16,0,"Ontario_New York",1,0,109777,0.00000911,0
2020-03-17,1,"Ontario_New York",1,0,109777,0.00000911,0
2020-03-18,2,"Ontario_New York",1,0,109777,0.00000911,0
2020-03-19,3,"Ontario_New York",1,0,109777,0.00000911,0
2020-03-20,4,"Ontario_New York",3,0,109777,0.00002733,0
2020-03-21,5,"Ontario_New York",4,0,109777,0.00003644,0
2020-03-22,6,"Ontario_New York",6,0,109777,0.00005466,0
2020-03-23,7,"Ontario_New York",6,0,109777,0.00005466,0
2020-03-24,8,"Ontario_New York",7,0,109777,0.00006377,0
2020-03-25,9,"Ontario_New York",9,0,109777,0.00008198,0
2020-03-26,10,"Ontario_New York",11,0,109777,0.0001002,0
2020-03-27,11,"Ontario_New York",14,0,109777,0.00012753,0
2020-03-28,12,"Ontario_New York",16,0,109777,0.00014575,0
2020-03-29,13,"Ontario_New York",18,0,109777,0.00016397,0
2020-03-12,0,"Orange_New York",1,0,384940,0.0000026,0
2020-03-13,1,"Orange_New York",3,0,384940,0.00000779,0
2020-03-14,2,"Orange_New York",6,0,384940,0.00001559,0
2020-03-15,3,"Orange_New York",6,0,384940,0.00001559,0
2020-03-16,4,"Orange_New York",11,0,384940,0.00002858,0
2020-03-17,5,"Orange_New York",15,0,384940,0.00003897,0
2020-03-18,6,"Orange_New York",32,0,384940,0.00008313,0
2020-03-19,7,"Orange_New York",51,0,384940,0.00013249,0
2020-03-20,8,"Orange_New York",84,0,384940,0.00021822,0
2020-03-21,9,"Orange_New York",163,0,384940,0.00042344,0
2020-03-22,10,"Orange_New York",247,0,384940,0.00064166,0
2020-03-23,11,"Orange_New York",389,0,384940,0.00101055,0
2020-03-24,12,"Orange_New York",498,0,384940,0.00129371,0
2020-03-25,13,"Orange_New York",638,0,384940,0.0016574,0
2020-03-26,14,"Orange_New York",751,2,384940,0.00195095,0.0000052
2020-03-27,15,"Orange_New York",910,3,384940,0.002364,0.00000779
2020-03-28,16,"Orange_New York",1101,3,384940,0.00286019,0.00000779
2020-03-29,17,"Orange_New York",1247,3,384940,0.00323947,0.00000779
2020-03-24,0,"Orleans_New York",2,0,40352,0.00004956,0
2020-03-25,1,"Orleans_New York",2,0,40352,0.00004956,0
2020-03-26,2,"Orleans_New York",2,0,40352,0.00004956,0
2020-03-27,3,"Orleans_New York",3,0,40352,0.00007435,0
2020-03-28,4,"Orleans_New York",3,0,40352,0.00007435,0
2020-03-29,5,"Orleans_New York",3,0,40352,0.00007435,0
2020-03-23,0,"Oswego_New York",1,0,117124,0.00000854,0
2020-03-24,1,"Oswego_New York",2,0,117124,0.00001708,0
2020-03-25,2,"Oswego_New York",2,0,117124,0.00001708,0
2020-03-26,3,"Oswego_New York",4,0,117124,0.00003415,0
2020-03-27,4,"Oswego_New York",4,0,117124,0.00003415,0
2020-03-28,5,"Oswego_New York",7,0,117124,0.00005977,0
2020-03-29,6,"Oswego_New York",8,0,117124,0.0000683,0
2020-03-23,0,"Otsego_New York",1,0,59493,0.00001681,0
2020-03-24,1,"Otsego_New York",1,0,59493,0.00001681,0
2020-03-25,2,"Otsego_New York",2,0,59493,0.00003362,0
2020-03-26,3,"Otsego_New York",3,0,59493,0.00005043,0
2020-03-27,4,"Otsego_New York",5,0,59493,0.00008404,0
2020-03-28,5,"Otsego_New York",7,0,59493,0.00011766,0
2020-03-29,6,"Otsego_New York",10,0,59493,0.00016809,0
2020-03-15,0,"Putnam_New York",2,0,98320,0.00002034,0
2020-03-16,1,"Putnam_New York",2,0,98320,0.00002034,0
2020-03-17,2,"Putnam_New York",2,0,98320,0.00002034,0
2020-03-18,3,"Putnam_New York",2,0,98320,0.00002034,0
2020-03-19,4,"Putnam_New York",2,0,98320,0.00002034,0
2020-03-20,5,"Putnam_New York",7,0,98320,0.0000712,0
2020-03-21,6,"Putnam_New York",22,0,98320,0.00022376,0
2020-03-22,7,"Putnam_New York",37,0,98320,0.00037632,0
2020-03-23,8,"Putnam_New York",45,0,98320,0.00045769,0
2020-03-24,9,"Putnam_New York",67,0,98320,0.00068145,0
2020-03-25,10,"Putnam_New York",84,0,98320,0.00085435,0
2020-03-26,11,"Putnam_New York",94,0,98320,0.00095606,0
2020-03-27,12,"Putnam_New York",111,0,98320,0.00112897,0
2020-03-28,13,"Putnam_New York",131,0,98320,0.00133238,0
2020-03-29,14,"Putnam_New York",144,0,98320,0.00146461,0
2020-03-17,0,"Rensselaer_New York",1,0,158714,0.0000063,0
2020-03-18,1,"Rensselaer_New York",4,0,158714,0.0000252,0
2020-03-19,2,"Rensselaer_New York",4,0,158714,0.0000252,0
2020-03-20,3,"Rensselaer_New York",8,0,158714,0.00005041,0
2020-03-21,4,"Rensselaer_New York",20,0,158714,0.00012601,0
2020-03-22,5,"Rensselaer_New York",26,0,158714,0.00016382,0
2020-03-23,6,"Rensselaer_New York",29,0,158714,0.00018272,0
2020-03-24,7,"Rensselaer_New York",30,0,158714,0.00018902,0
2020-03-25,8,"Rensselaer_New York",31,0,158714,0.00019532,0
2020-03-26,9,"Rensselaer_New York",32,0,158714,0.00020162,0
2020-03-27,10,"Rensselaer_New York",35,0,158714,0.00022052,0
2020-03-28,11,"Rensselaer_New York",38,0,158714,0.00023942,0
2020-03-29,12,"Rensselaer_New York",39,0,158714,0.00024573,0
2020-03-06,0,"Rockland_New York",2,0,325789,0.00000614,0
2020-03-07,1,"Rockland_New York",2,0,325789,0.00000614,0
2020-03-08,2,"Rockland_New York",2,0,325789,0.00000614,0
2020-03-09,3,"Rockland_New York",4,0,325789,0.00001228,0
2020-03-10,4,"Rockland_New York",6,0,325789,0.00001842,0
2020-03-11,5,"Rockland_New York",6,0,325789,0.00001842,0
2020-03-12,6,"Rockland_New York",7,0,325789,0.00002149,0
2020-03-13,7,"Rockland_New York",9,0,325789,0.00002763,0
2020-03-14,8,"Rockland_New York",12,1,325789,0.00003683,0.00000307
2020-03-15,9,"Rockland_New York",13,1,325789,0.0000399,0.00000307
2020-03-16,10,"Rockland_New York",16,1,325789,0.00004911,0.00000307
2020-03-17,11,"Rockland_New York",22,2,325789,0.00006753,0.00000614
2020-03-18,12,"Rockland_New York",30,2,325789,0.00009208,0.00000614
2020-03-19,13,"Rockland_New York",53,2,325789,0.00016268,0.00000614
2020-03-20,14,"Rockland_New York",101,3,325789,0.00031002,0.00000921
2020-03-21,15,"Rockland_New York",262,3,325789,0.0008042,0.00000921
2020-03-22,16,"Rockland_New York",455,3,325789,0.00139661,0.00000921
2020-03-23,17,"Rockland_New York",592,5,325789,0.00181713,0.00001535
2020-03-24,18,"Rockland_New York",671,5,325789,0.00205962,0.00001535
2020-03-25,19,"Rockland_New York",1069,7,325789,0.00328126,0.00002149
2020-03-26,20,"Rockland_New York",1197,7,325789,0.00367416,0.00002149
2020-03-27,21,"Rockland_New York",1457,8,325789,0.00447222,0.00002456
2020-03-28,22,"Rockland_New York",1896,8,325789,0.00581972,0.00002456
2020-03-29,23,"Rockland_New York",2209,8,325789,0.00678046,0.00002456
2020-03-22,0,"St. Lawrence_New York",1,0,107740,0.00000928,0
2020-03-23,1,"St. Lawrence_New York",1,0,107740,0.00000928,0
2020-03-24,2,"St. Lawrence_New York",1,0,107740,0.00000928,0
2020-03-25,3,"St. Lawrence_New York",1,0,107740,0.00000928,0
2020-03-26,4,"St. Lawrence_New York",2,0,107740,0.00001856,0
2020-03-27,5,"St. Lawrence_New York",3,0,107740,0.00002784,0
2020-03-28,6,"St. Lawrence_New York",8,0,107740,0.00007425,0
2020-03-29,7,"St. Lawrence_New York",12,0,107740,0.00011138,0
2020-03-07,0,"Saratoga_New York",2,0,229863,0.0000087,0
2020-03-08,1,"Saratoga_New York",2,0,229863,0.0000087,0
2020-03-09,2,"Saratoga_New York",2,0,229863,0.0000087,0
2020-03-10,3,"Saratoga_New York",2,0,229863,0.0000087,0
2020-03-11,4,"Saratoga_New York",2,0,229863,0.0000087,0
2020-03-12,5,"Saratoga_New York",3,0,229863,0.00001305,0
2020-03-13,6,"Saratoga_New York",3,0,229863,0.00001305,0
2020-03-14,7,"Saratoga_New York",3,0,229863,0.00001305,0
2020-03-15,8,"Saratoga_New York",3,0,229863,0.00001305,0
2020-03-16,9,"Saratoga_New York",5,0,229863,0.00002175,0
2020-03-17,10,"Saratoga_New York",9,0,229863,0.00003915,0
2020-03-18,11,"Saratoga_New York",14,0,229863,0.00006091,0
2020-03-19,12,"Saratoga_New York",14,0,229863,0.00006091,0
2020-03-20,13,"Saratoga_New York",24,0,229863,0.00010441,0
2020-03-21,14,"Saratoga_New York",35,0,229863,0.00015226,0
2020-03-22,15,"Saratoga_New York",41,0,229863,0.00017837,0
2020-03-23,16,"Saratoga_New York",53,0,229863,0.00023057,0
2020-03-24,17,"Saratoga_New York",60,0,229863,0.00026103,0
2020-03-25,18,"Saratoga_New York",64,0,229863,0.00027843,0
2020-03-26,19,"Saratoga_New York",73,0,229863,0.00031758,0
2020-03-27,20,"Saratoga_New York",82,0,229863,0.00035673,0
2020-03-28,21,"Saratoga_New York",96,0,229863,0.00041764,0
2020-03-29,22,"Saratoga_New York",102,1,229863,0.00044374,0.00000435
2020-03-13,0,"Schenectady_New York",1,0,155299,0.00000644,0
2020-03-14,1,"Schenectady_New York",1,0,155299,0.00000644,0
2020-03-15,2,"Schenectady_New York",2,0,155299,0.00001288,0
2020-03-16,3,"Schenectady_New York",4,0,155299,0.00002576,0
2020-03-17,4,"Schenectady_New York",5,0,155299,0.0000322,0
2020-03-18,5,"Schenectady_New York",14,0,155299,0.00009015,0
2020-03-19,6,"Schenectady_New York",21,0,155299,0.00013522,0
2020-03-20,7,"Schenectady_New York",21,0,155299,0.00013522,0
2020-03-21,8,"Schenectady_New York",32,0,155299,0.00020605,0
2020-03-22,9,"Schenectady_New York",39,0,155299,0.00025113,0
2020-03-23,10,"Schenectady_New York",44,0,155299,0.00028332,0
2020-03-24,11,"Schenectady_New York",46,0,155299,0.0002962,0
2020-03-25,12,"Schenectady_New York",55,0,155299,0.00035416,0
2020-03-26,13,"Schenectady_New York",62,0,155299,0.00039923,0
2020-03-27,14,"Schenectady_New York",66,0,155299,0.00042499,0
2020-03-28,15,"Schenectady_New York",72,0,155299,0.00046362,0
2020-03-29,16,"Schenectady_New York",76,0,155299,0.00048938,0
2020-03-19,0,"Schoharie_New York",1,0,30999,0.00003226,0
2020-03-20,1,"Schoharie_New York",1,0,30999,0.00003226,0
2020-03-21,2,"Schoharie_New York",1,0,30999,0.00003226,0
2020-03-22,3,"Schoharie_New York",1,0,30999,0.00003226,0
2020-03-23,4,"Schoharie_New York",1,0,30999,0.00003226,0
2020-03-24,5,"Schoharie_New York",1,0,30999,0.00003226,0
2020-03-25,6,"Schoharie_New York",2,0,30999,0.00006452,0
2020-03-26,7,"Schoharie_New York",2,0,30999,0.00006452,0
2020-03-27,8,"Schoharie_New York",3,0,30999,0.00009678,0
2020-03-28,9,"Schoharie_New York",5,0,30999,0.0001613,0
2020-03-29,10,"Schoharie_New York",5,0,30999,0.0001613,0
2020-03-28,0,"Schuyler_New York",1,0,17807,0.00005616,0
2020-03-29,1,"Schuyler_New York",1,0,17807,0.00005616,0
2020-03-21,0,"Steuben_New York",2,0,95379,0.00002097,0
2020-03-22,1,"Steuben_New York",3,0,95379,0.00003145,0
2020-03-23,2,"Steuben_New York",4,0,95379,0.00004194,0
2020-03-24,3,"Steuben_New York",5,0,95379,0.00005242,0
2020-03-25,4,"Steuben_New York",8,0,95379,0.00008388,0
2020-03-26,5,"Steuben_New York",11,0,95379,0.00011533,0
2020-03-27,6,"Steuben_New York",12,0,95379,0.00012581,0
2020-03-28,7,"Steuben_New York",13,0,95379,0.0001363,0
2020-03-29,8,"Steuben_New York",17,0,95379,0.00017824,0
2020-03-08,0,"Suffolk_New York",1,0,1476601,0.00000068,0
2020-03-09,1,"Suffolk_New York",1,0,1476601,0.00000068,0
2020-03-10,2,"Suffolk_New York",1,0,1476601,0.00000068,0
2020-03-11,3,"Suffolk_New York",6,0,1476601,0.00000406,0
2020-03-12,4,"Suffolk_New York",21,0,1476601,0.00001422,0
2020-03-13,5,"Suffolk_New York",29,0,1476601,0.00001964,0
2020-03-14,6,"Suffolk_New York",41,0,1476601,0.00002777,0
2020-03-15,7,"Suffolk_New York",47,0,1476601,0.00003183,0
2020-03-16,8,"Suffolk_New York",63,2,1476601,0.00004267,0.00000135
2020-03-17,9,"Suffolk_New York",84,3,1476601,0.00005689,0.00000203
2020-03-18,10,"Suffolk_New York",116,3,1476601,0.00007856,0.00000203
2020-03-19,11,"Suffolk_New York",178,3,1476601,0.00012055,0.00000203
2020-03-20,12,"Suffolk_New York",371,7,1476601,0.00025125,0.00000474
2020-03-21,13,"Suffolk_New York",662,9,1476601,0.00044833,0.0000061
2020-03-22,14,"Suffolk_New York",1034,12,1476601,0.00070026,0.00000813
2020-03-23,15,"Suffolk_New York",1458,13,1476601,0.0009874,0.0000088
2020-03-24,16,"Suffolk_New York",1880,13,1476601,0.00127319,0.0000088
2020-03-25,17,"Suffolk_New York",2260,20,1476601,0.00153054,0.00001354
2020-03-26,18,"Suffolk_New York",2735,22,1476601,0.00185223,0.0000149
2020-03-27,19,"Suffolk_New York",3385,22,1476601,0.00229243,0.0000149
2020-03-28,20,"Suffolk_New York",4138,37,1476601,0.00280238,0.00002506
2020-03-29,21,"Suffolk_New York",5023,40,1476601,0.00340173,0.00002709
2020-03-17,0,"Sullivan_New York",1,0,75432,0.00001326,0
2020-03-18,1,"Sullivan_New York",1,0,75432,0.00001326,0
2020-03-19,2,"Sullivan_New York",8,0,75432,0.00010606,0
2020-03-20,3,"Sullivan_New York",8,0,75432,0.00010606,0
2020-03-21,4,"Sullivan_New York",12,0,75432,0.00015908,0
2020-03-22,5,"Sullivan_New York",16,0,75432,0.00021211,0
2020-03-23,6,"Sullivan_New York",23,0,75432,0.00030491,0
2020-03-24,7,"Sullivan_New York",30,0,75432,0.00039771,0
2020-03-25,8,"Sullivan_New York",39,0,75432,0.00051702,0
2020-03-26,9,"Sullivan_New York",53,0,75432,0.00070262,0
2020-03-27,10,"Sullivan_New York",64,0,75432,0.00084845,0
2020-03-28,11,"Sullivan_New York",72,0,75432,0.0009545,0
2020-03-29,12,"Sullivan_New York",88,0,75432,0.00116661,0
2020-03-14,0,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-15,1,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-16,2,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-17,3,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-18,4,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-19,5,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-20,6,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-21,7,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-22,8,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-23,9,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-24,10,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-25,11,"Tioga_New York",1,0,48203,0.00002075,0
2020-03-26,12,"Tioga_New York",2,0,48203,0.00004149,0
2020-03-27,13,"Tioga_New York",2,0,48203,0.00004149,0
2020-03-28,14,"Tioga_New York",4,0,48203,0.00008298,0
2020-03-29,15,"Tioga_New York",4,0,48203,0.00008298,0
2020-03-14,0,"Tompkins_New York",1,0,102180,0.00000979,0
2020-03-15,1,"Tompkins_New York",1,0,102180,0.00000979,0
2020-03-16,2,"Tompkins_New York",1,0,102180,0.00000979,0
2020-03-17,3,"Tompkins_New York",1,0,102180,0.00000979,0
2020-03-18,4,"Tompkins_New York",2,0,102180,0.00001957,0
2020-03-19,5,"Tompkins_New York",7,0,102180,0.00006851,0
2020-03-20,6,"Tompkins_New York",7,0,102180,0.00006851,0
2020-03-21,7,"Tompkins_New York",11,0,102180,0.00010765,0
2020-03-22,8,"Tompkins_New York",13,0,102180,0.00012723,0
2020-03-23,9,"Tompkins_New York",15,0,102180,0.0001468,0
2020-03-24,10,"Tompkins_New York",16,0,102180,0.00015659,0
2020-03-25,11,"Tompkins_New York",16,0,102180,0.00015659,0
2020-03-26,12,"Tompkins_New York",22,0,102180,0.00021531,0
2020-03-27,13,"Tompkins_New York",26,0,102180,0.00025445,0
2020-03-28,14,"Tompkins_New York",45,0,102180,0.0004404,0
2020-03-29,15,"Tompkins_New York",52,0,102180,0.00050891,0
2020-03-08,0,"Ulster_New York",1,0,177573,0.00000563,0
2020-03-09,1,"Ulster_New York",1,0,177573,0.00000563,0
2020-03-10,2,"Ulster_New York",1,0,177573,0.00000563,0
2020-03-11,3,"Ulster_New York",2,0,177573,0.00001126,0
2020-03-12,4,"Ulster_New York",4,0,177573,0.00002253,0
2020-03-13,5,"Ulster_New York",5,0,177573,0.00002816,0
2020-03-14,6,"Ulster_New York",5,0,177573,0.00002816,0
2020-03-15,7,"Ulster_New York",5,0,177573,0.00002816,0
2020-03-16,8,"Ulster_New York",7,0,177573,0.00003942,0
2020-03-17,9,"Ulster_New York",8,0,177573,0.00004505,0
2020-03-18,10,"Ulster_New York",9,0,177573,0.00005068,0
2020-03-19,11,"Ulster_New York",12,0,177573,0.00006758,0
2020-03-20,12,"Ulster_New York",12,0,177573,0.00006758,0
2020-03-21,13,"Ulster_New York",18,0,177573,0.00010137,0
2020-03-22,14,"Ulster_New York",26,0,177573,0.00014642,0
2020-03-23,15,"Ulster_New York",35,0,177573,0.0001971,0
2020-03-24,16,"Ulster_New York",47,0,177573,0.00026468,0
2020-03-25,17,"Ulster_New York",65,0,177573,0.00036605,0
2020-03-26,18,"Ulster_New York",89,0,177573,0.0005012,0
2020-03-27,19,"Ulster_New York",98,0,177573,0.00055189,0
2020-03-28,20,"Ulster_New York",128,0,177573,0.00072083,0
2020-03-29,21,"Ulster_New York",179,1,177573,0.00100804,0.00000563
2020-03-18,0,"Warren_New York",1,0,63944,0.00001564,0
2020-03-19,1,"Warren_New York",1,0,63944,0.00001564,0
2020-03-20,2,"Warren_New York",1,0,63944,0.00001564,0
2020-03-21,3,"Warren_New York",1,0,63944,0.00001564,0
2020-03-22,4,"Warren_New York",1,0,63944,0.00001564,0
2020-03-23,5,"Warren_New York",2,0,63944,0.00003128,0
2020-03-24,6,"Warren_New York",2,0,63944,0.00003128,0
2020-03-25,7,"Warren_New York",2,0,63944,0.00003128,0
2020-03-26,8,"Warren_New York",2,0,63944,0.00003128,0
2020-03-27,9,"Warren_New York",8,0,63944,0.00012511,0
2020-03-28,10,"Warren_New York",13,0,63944,0.0002033,0
2020-03-29,11,"Warren_New York",18,0,63944,0.0002815,0
2020-03-18,0,"Washington_New York",1,0,61204,0.00001634,0
2020-03-19,1,"Washington_New York",1,0,61204,0.00001634,0
2020-03-20,2,"Washington_New York",1,0,61204,0.00001634,0
2020-03-21,3,"Washington_New York",1,0,61204,0.00001634,0
2020-03-22,4,"Washington_New York",1,0,61204,0.00001634,0
2020-03-23,5,"Washington_New York",3,0,61204,0.00004902,0
2020-03-24,6,"Washington_New York",3,0,61204,0.00004902,0
2020-03-25,7,"Washington_New York",4,0,61204,0.00006536,0
2020-03-26,8,"Washington_New York",4,0,61204,0.00006536,0
2020-03-27,9,"Washington_New York",6,0,61204,0.00009803,0
2020-03-28,10,"Washington_New York",6,0,61204,0.00009803,0
2020-03-29,11,"Washington_New York",7,0,61204,0.00011437,0
2020-03-19,0,"Wayne_New York",1,0,89918,0.00001112,0
2020-03-20,1,"Wayne_New York",1,0,89918,0.00001112,0
2020-03-21,2,"Wayne_New York",3,0,89918,0.00003336,0
2020-03-22,3,"Wayne_New York",3,0,89918,0.00003336,0
2020-03-23,4,"Wayne_New York",6,0,89918,0.00006673,0
2020-03-24,5,"Wayne_New York",6,0,89918,0.00006673,0
2020-03-25,6,"Wayne_New York",7,0,89918,0.00007785,0
2020-03-26,7,"Wayne_New York",8,0,89918,0.00008897,0
2020-03-27,8,"Wayne_New York",11,0,89918,0.00012233,0
2020-03-28,9,"Wayne_New York",12,0,89918,0.00013345,0
2020-03-29,10,"Wayne_New York",12,0,89918,0.00013345,0
2020-03-04,0,"Westchester_New York",9,0,967506,0.0000093,0
2020-03-05,1,"Westchester_New York",17,0,967506,0.00001757,0
2020-03-06,2,"Westchester_New York",33,0,967506,0.00003411,0
2020-03-07,3,"Westchester_New York",69,0,967506,0.00007132,0
2020-03-08,4,"Westchester_New York",81,0,967506,0.00008372,0
2020-03-09,5,"Westchester_New York",97,0,967506,0.00010026,0
2020-03-10,6,"Westchester_New York",107,0,967506,0.00011059,0
2020-03-11,7,"Westchester_New York",120,0,967506,0.00012403,0
2020-03-12,8,"Westchester_New York",147,0,967506,0.00015194,0
2020-03-13,9,"Westchester_New York",157,0,967506,0.00016227,0
2020-03-14,10,"Westchester_New York",178,0,967506,0.00018398,0
2020-03-15,11,"Westchester_New York",195,0,967506,0.00020155,0
2020-03-16,12,"Westchester_New York",219,0,967506,0.00022636,0
2020-03-17,13,"Westchester_New York",379,0,967506,0.00039173,0
2020-03-18,14,"Westchester_New York",537,0,967506,0.00055504,0
2020-03-19,15,"Westchester_New York",797,0,967506,0.00082377,0
2020-03-20,16,"Westchester_New York",1091,0,967506,0.00112764,0
