"Date","Day","State","Cases","Death","Population","Cases_Percent","Death_Percent"
2020-03-25,0,"Alabama",381,1,4903185,0.0000777,0.0000002
2020-03-26,1,"Alabama",517,1,4903185,0.00010544,0.0000002
2020-03-27,2,"Alabama",587,4,4903185,0.00011972,0.00000082
2020-03-28,3,"Alabama",694,4,4903185,0.00014154,0.00000082
2020-03-29,4,"Alabama",825,10,4903185,0.00016826,0.00000204
2020-03-30,5,"Alabama",899,10,4903185,0.00018335,0.00000204
2020-03-31,6,"Alabama",987,23,4903185,0.0002013,0.00000469
2020-04-01,7,"Alabama",1060,27,4903185,0.00021619,0.00000551
2020-04-02,8,"Alabama",1233,32,4903185,0.00025147,0.00000653
2020-04-03,9,"Alabama",1495,38,4903185,0.0003049,0.00000775
2020-04-04,10,"Alabama",1614,44,4903185,0.00032917,0.00000897
2020-03-25,0,"Alaska",41,1,731545,0.00005605,0.00000137
2020-03-26,1,"Alaska",56,1,731545,0.00007655,0.00000137
2020-03-27,2,"Alaska",58,1,731545,0.00007928,0.00000137
2020-03-28,3,"Alaska",85,2,731545,0.00011619,0.00000273
2020-03-29,4,"Alaska",102,2,731545,0.00013943,0.00000273
2020-03-30,5,"Alaska",114,3,731545,0.00015583,0.0000041
2020-03-31,6,"Alaska",119,3,731545,0.00016267,0.0000041
2020-04-01,7,"Alaska",132,3,731545,0.00018044,0.0000041
2020-04-02,8,"Alaska",143,3,731545,0.00019548,0.0000041
2020-04-03,9,"Alaska",157,3,731545,0.00021461,0.0000041
2020-04-04,10,"Alaska",171,5,731545,0.00023375,0.00000683
2020-03-21,0,"Arizona",104,1,7278717,0.00001429,0.00000014
2020-03-22,1,"Arizona",152,2,7278717,0.00002088,0.00000027
2020-03-23,2,"Arizona",235,2,7278717,0.00003229,0.00000027
2020-03-24,3,"Arizona",326,5,7278717,0.00004479,0.00000069
2020-03-25,4,"Arizona",401,6,7278717,0.00005509,0.00000082
2020-03-26,5,"Arizona",508,8,7278717,0.00006979,0.0000011
2020-03-27,6,"Arizona",665,13,7278717,0.00009136,0.00000179
2020-03-28,7,"Arizona",773,15,7278717,0.0001062,0.00000206
2020-03-29,8,"Arizona",919,17,7278717,0.00012626,0.00000234
2020-03-30,9,"Arizona",1157,20,7278717,0.00015896,0.00000275
2020-03-31,10,"Arizona",1289,24,7278717,0.00017709,0.0000033
2020-04-01,11,"Arizona",1530,29,7278717,0.0002102,0.00000398
2020-04-02,12,"Arizona",1715,32,7278717,0.00023562,0.0000044
2020-04-03,13,"Arizona",1937,41,7278717,0.00026612,0.00000563
2020-04-04,14,"Arizona",2187,52,7278717,0.00030047,0.00000714
2020-03-24,0,"Arkansas",219,2,3017804,0.00007257,0.00000066
2020-03-25,1,"Arkansas",280,2,3017804,0.00009278,0.00000066
2020-03-26,2,"Arkansas",335,2,3017804,0.00011101,0.00000066
2020-03-27,3,"Arkansas",381,3,3017804,0.00012625,0.00000099
2020-03-28,4,"Arkansas",409,5,3017804,0.00013553,0.00000166
2020-03-29,5,"Arkansas",426,6,3017804,0.00014116,0.00000199
2020-03-30,6,"Arkansas",473,7,3017804,0.00015674,0.00000232
2020-03-31,7,"Arkansas",523,8,3017804,0.0001733,0.00000265
2020-04-01,8,"Arkansas",584,10,3017804,0.00019352,0.00000331
2020-04-02,9,"Arkansas",643,12,3017804,0.00021307,0.00000398
2020-04-03,10,"Arkansas",704,12,3017804,0.00023328,0.00000398
2020-04-04,11,"Arkansas",743,14,3017804,0.00024621,0.00000464
2020-03-04,0,"California",35,1,39512223,0.00000089,0.00000003
2020-03-05,1,"California",51,1,39512223,0.00000129,0.00000003
2020-03-06,2,"California",59,1,39512223,0.00000149,0.00000003
2020-03-07,3,"California",81,1,39512223,0.00000205,0.00000003
2020-03-08,4,"California",95,1,39512223,0.0000024,0.00000003
2020-03-09,5,"California",101,1,39512223,0.00000256,0.00000003
2020-03-10,6,"California",144,2,39512223,0.00000364,0.00000005
2020-03-11,7,"California",178,4,39512223,0.0000045,0.0000001
2020-03-12,8,"California",221,4,39512223,0.00000559,0.0000001
2020-03-13,9,"California",281,4,39512223,0.00000711,0.0000001
2020-03-14,10,"California",372,3,39512223,0.00000941,0.00000008
2020-03-15,11,"California",373,5,39512223,0.00000944,0.00000013
2020-03-16,12,"California",557,7,39512223,0.0000141,0.00000018
2020-03-17,13,"California",700,12,39512223,0.00001772,0.0000003
2020-03-18,14,"California",828,16,39512223,0.00002096,0.0000004
2020-03-19,15,"California",1005,18,39512223,0.00002544,0.00000046
2020-03-20,16,"California",1243,24,39512223,0.00003146,0.00000061
2020-03-21,17,"California",1405,25,39512223,0.00003556,0.00000063
2020-03-22,18,"California",1646,30,39512223,0.00004166,0.00000076
2020-03-23,19,"California",2108,39,39512223,0.00005335,0.00000099
2020-03-24,20,"California",2538,50,39512223,0.00006423,0.00000127
2020-03-25,21,"California",2998,65,39512223,0.00007588,0.00000165
2020-03-26,22,"California",3899,81,39512223,0.00009868,0.00000205
2020-03-27,23,"California",4657,94,39512223,0.00011786,0.00000238
2020-03-28,24,"California",5095,110,39512223,0.00012895,0.00000278
2020-03-29,25,"California",5852,124,39512223,0.00014811,0.00000314
2020-03-30,26,"California",7138,146,39512223,0.00018065,0.0000037
2020-03-31,27,"California",8210,173,39512223,0.00020778,0.00000438
2020-04-01,28,"California",9399,199,39512223,0.00023788,0.00000504
2020-04-02,29,"California",10773,238,39512223,0.00027265,0.00000602
2020-04-03,30,"California",12004,265,39512223,0.0003038,0.00000671
2020-04-04,31,"California",12837,289,39512223,0.00032489,0.00000731
2020-03-13,0,"Colorado",76,1,5758736,0.0000132,0.00000017
2020-03-15,2,"Colorado",99,1,5758736,0.00001719,0.00000017
2020-03-16,3,"Colorado",132,1,5758736,0.00002292,0.00000017
2020-03-17,4,"Colorado",167,2,5758736,0.000029,0.00000035
2020-03-18,5,"Colorado",218,2,5758736,0.00003786,0.00000035
2020-03-19,6,"Colorado",277,4,5758736,0.0000481,0.00000069
2020-03-20,7,"Colorado",363,4,5758736,0.00006303,0.00000069
2020-03-21,8,"Colorado",475,6,5758736,0.00008248,0.00000104
2020-03-22,9,"Colorado",591,6,5758736,0.00010263,0.00000104
2020-03-23,10,"Colorado",704,7,5758736,0.00012225,0.00000122
2020-03-24,11,"Colorado",723,8,5758736,0.00012555,0.00000139
2020-03-25,12,"Colorado",1021,16,5758736,0.0001773,0.00000278
2020-03-26,13,"Colorado",1430,19,5758736,0.00024832,0.0000033
2020-03-27,14,"Colorado",1433,27,5758736,0.00024884,0.00000469
2020-03-28,15,"Colorado",1740,31,5758736,0.00030215,0.00000538
2020-03-29,16,"Colorado",2307,47,5758736,0.00040061,0.00000816
2020-03-30,17,"Colorado",2311,47,5758736,0.0004013,0.00000816
2020-03-31,18,"Colorado",2966,69,5758736,0.00051504,0.00001198
2020-04-01,19,"Colorado",2982,69,5758736,0.00051782,0.00001198
2020-04-02,20,"Colorado",3342,80,5758736,0.00058034,0.00001389
2020-04-03,21,"Colorado",3742,97,5758736,0.0006498,0.00001684
2020-04-04,22,"Colorado",4188,111,5758736,0.00072724,0.00001928
2020-03-18,0,"Connecticut",96,1,3565287,0.00002693,0.00000028
2020-03-19,1,"Connecticut",159,3,3565287,0.0000446,0.00000084
2020-03-20,2,"Connecticut",194,4,3565287,0.00005441,0.00000112
2020-03-21,3,"Connecticut",194,4,3565287,0.00005441,0.00000112
2020-03-22,4,"Connecticut",327,8,3565287,0.00009172,0.00000224
2020-03-23,5,"Connecticut",415,10,3565287,0.0001164,0.0000028
2020-03-24,6,"Connecticut",618,12,3565287,0.00017334,0.00000337
2020-03-25,7,"Connecticut",875,19,3565287,0.00024542,0.00000533
2020-03-26,8,"Connecticut",1012,21,3565287,0.00028385,0.00000589
2020-03-27,9,"Connecticut",1291,27,3565287,0.0003621,0.00000757
2020-03-28,10,"Connecticut",1524,33,3565287,0.00042746,0.00000926
2020-03-29,11,"Connecticut",1993,34,3565287,0.000559,0.00000954
2020-03-30,12,"Connecticut",2571,36,3565287,0.00072112,0.0000101
2020-03-31,13,"Connecticut",3128,69,3565287,0.00087735,0.00001935
2020-04-01,14,"Connecticut",3557,85,3565287,0.00099768,0.00002384
2020-04-02,15,"Connecticut",3824,112,3565287,0.00107256,0.00003141
2020-04-03,16,"Connecticut",4914,131,3565287,0.00137829,0.00003674
2020-04-04,17,"Connecticut",5276,165,3565287,0.00147982,0.00004628
2020-03-26,0,"Delaware",130,1,973764,0.0001335,0.00000103
2020-03-27,1,"Delaware",163,2,973764,0.00016739,0.00000205
2020-03-28,2,"Delaware",214,5,973764,0.00021977,0.00000513
2020-03-29,3,"Delaware",232,6,973764,0.00023825,0.00000616
2020-03-30,4,"Delaware",264,6,973764,0.00027111,0.00000616
2020-03-31,5,"Delaware",319,10,973764,0.00032759,0.00001027
2020-04-01,6,"Delaware",368,11,973764,0.00037791,0.0000113
2020-04-02,7,"Delaware",393,12,973764,0.00040359,0.00001232
2020-04-03,8,"Delaware",450,14,973764,0.00046212,0.00001438
2020-04-04,9,"Delaware",593,14,973764,0.00060898,0.00001438
2020-03-20,0,"District of Columbia",77,1,705749,0.0001091,0.00000142
2020-03-22,2,"District of Columbia",102,2,705749,0.00014453,0.00000283
2020-03-23,3,"District of Columbia",120,2,705749,0.00017003,0.00000283
2020-03-24,4,"District of Columbia",141,2,705749,0.00019979,0.00000283
2020-03-25,5,"District of Columbia",187,2,705749,0.00026497,0.00000283
2020-03-26,6,"District of Columbia",231,3,705749,0.00032731,0.00000425
2020-03-27,7,"District of Columbia",271,3,705749,0.00038399,0.00000425
2020-03-28,8,"District of Columbia",304,4,705749,0.00043075,0.00000567
2020-03-29,9,"District of Columbia",342,5,705749,0.00048459,0.00000708
2020-03-30,10,"District of Columbia",401,9,705749,0.00056819,0.00001275
2020-03-31,11,"District of Columbia",495,9,705749,0.00070138,0.00001275
2020-04-01,12,"District of Columbia",586,9,705749,0.00083032,0.00001275
2020-04-02,13,"District of Columbia",653,12,705749,0.00092526,0.000017
2020-04-03,14,"District of Columbia",757,15,705749,0.00107262,0.00002125
2020-04-04,15,"District of Columbia",902,21,705749,0.00127807,0.00002976
2020-03-08,0,"Florida",10,2,21477737,0.00000047,0.00000009
2020-03-09,1,"Florida",13,2,21477737,0.00000061,0.00000009
2020-03-10,2,"Florida",15,2,21477737,0.0000007,0.00000009
2020-03-11,3,"Florida",24,2,21477737,0.00000112,0.00000009
2020-03-12,4,"Florida",30,2,21477737,0.0000014,0.00000009
2020-03-13,5,"Florida",50,2,21477737,0.00000233,0.00000009
2020-03-14,6,"Florida",76,2,21477737,0.00000354,0.00000009
2020-03-15,7,"Florida",100,3,21477737,0.00000466,0.00000014
2020-03-16,8,"Florida",101,3,21477737,0.0000047,0.00000014
2020-03-17,9,"Florida",190,5,21477737,0.00000885,0.00000023
2020-03-18,10,"Florida",306,7,21477737,0.00001425,0.00000033
2020-03-19,11,"Florida",331,9,21477737,0.00001541,0.00000042
2020-03-20,12,"Florida",440,11,21477737,0.00002049,0.00000051
2020-03-21,13,"Florida",763,13,21477737,0.00003553,0.00000061
2020-03-22,14,"Florida",1004,13,21477737,0.00004675,0.00000061
2020-03-23,15,"Florida",1227,18,21477737,0.00005713,0.00000084
2020-03-24,16,"Florida",1412,18,21477737,0.00006574,0.00000084
2020-03-25,17,"Florida",1682,23,21477737,0.00007831,0.00000107
2020-03-26,18,"Florida",2357,29,21477737,0.00010974,0.00000135
2020-03-27,19,"Florida",2900,35,21477737,0.00013502,0.00000163
2020-03-28,20,"Florida",3763,54,21477737,0.0001752,0.00000251
2020-03-29,21,"Florida",4246,56,21477737,0.00019769,0.00000261
2020-03-30,22,"Florida",5473,63,21477737,0.00025482,0.00000293
2020-03-31,23,"Florida",6741,85,21477737,0.00031386,0.00000396
2020-04-01,24,"Florida",6956,87,21477737,0.00032387,0.00000405
2020-04-02,25,"Florida",9008,164,21477737,0.00041941,0.00000764
2020-04-03,26,"Florida",10268,170,21477737,0.00047808,0.00000792
2020-04-04,27,"Florida",11545,195,21477737,0.00053753,0.00000908
2020-03-12,0,"Georgia",31,1,10617423,0.00000292,0.00000009
2020-03-13,1,"Georgia",42,1,10617423,0.00000396,0.00000009
2020-03-14,2,"Georgia",73,1,10617423,0.00000688,0.00000009
2020-03-15,3,"Georgia",99,1,10617423,0.00000932,0.00000009
2020-03-16,4,"Georgia",121,1,10617423,0.0000114,0.00000009
2020-03-17,5,"Georgia",146,1,10617423,0.00001375,0.00000009
2020-03-18,6,"Georgia",197,3,10617423,0.00001855,0.00000028
2020-03-19,7,"Georgia",287,10,10617423,0.00002703,0.00000094
2020-03-20,8,"Georgia",485,14,10617423,0.00004568,0.00000132
2020-03-21,9,"Georgia",555,20,10617423,0.00005227,0.00000188
2020-03-22,10,"Georgia",621,25,10617423,0.00005849,0.00000235
2020-03-23,11,"Georgia",772,25,10617423,0.00007271,0.00000235
2020-03-24,12,"Georgia",1026,32,10617423,0.00009663,0.00000301
2020-03-25,13,"Georgia",1247,40,10617423,0.00011745,0.00000377
2020-03-26,14,"Georgia",1525,48,10617423,0.00014363,0.00000452
2020-03-27,15,"Georgia",2000,64,10617423,0.00018837,0.00000603
2020-03-28,16,"Georgia",2366,69,10617423,0.00022284,0.0000065
2020-03-29,17,"Georgia",2651,80,10617423,0.00024968,0.00000753
2020-03-30,18,"Georgia",2808,87,10617423,0.00026447,0.00000819
2020-03-31,19,"Georgia",3929,111,10617423,0.00037005,0.00001045
2020-04-01,20,"Georgia",4638,139,10617423,0.00043683,0.00001309
2020-04-02,21,"Georgia",5348,163,10617423,0.0005037,0.00001535
2020-04-03,22,"Georgia",5831,184,10617423,0.00054919,0.00001733
2020-04-04,23,"Georgia",6160,201,10617423,0.00058018,0.00001893
2020-03-24,0,"Hawaii",90,1,1415872,0.00006357,0.00000071
2020-04-01,8,"Hawaii",224,1,1415872,0.00015821,0.00000071
2020-04-02,9,"Hawaii",256,1,1415872,0.00018081,0.00000071
2020-04-03,10,"Hawaii",319,3,1415872,0.0002253,0.00000212
2020-04-04,11,"Hawaii",351,3,1415872,0.0002479,0.00000212
2020-03-26,0,"Idaho",146,3,1787065,0.0000817,0.00000168
2020-03-27,1,"Idaho",205,3,1787065,0.00011471,0.00000168
2020-03-28,2,"Idaho",234,4,1787065,0.00013094,0.00000224
2020-03-29,3,"Idaho",281,5,1787065,0.00015724,0.0000028
2020-03-30,4,"Idaho",340,6,1787065,0.00019026,0.00000336
2020-03-31,5,"Idaho",515,8,1787065,0.00028818,0.00000448
2020-04-01,6,"Idaho",566,9,1787065,0.00031672,0.00000504
2020-04-02,7,"Idaho",776,9,1787065,0.00043423,0.00000504
2020-04-03,8,"Idaho",891,9,1787065,0.00049858,0.00000504
2020-04-04,9,"Idaho",1022,10,1787065,0.00057189,0.0000056
2020-03-17,0,"Illinois",161,1,12671821,0.00001271,0.00000008
2020-03-18,1,"Illinois",272,1,12671821,0.00002146,0.00000008
2020-03-19,2,"Illinois",422,4,12671821,0.0000333,0.00000032
2020-03-20,3,"Illinois",585,5,12671821,0.00004617,0.00000039
2020-03-21,4,"Illinois",753,6,12671821,0.00005942,0.00000047
2020-03-22,5,"Illinois",1049,9,12671821,0.00008278,0.00000071
2020-03-23,6,"Illinois",1285,12,12671821,0.00010141,0.00000095
2020-03-24,7,"Illinois",1537,16,12671821,0.00012129,0.00000126
2020-03-25,8,"Illinois",1865,19,12671821,0.00014718,0.0000015
2020-03-26,9,"Illinois",2538,26,12671821,0.00020029,0.00000205
2020-03-27,10,"Illinois",3024,34,12671821,0.00023864,0.00000268
2020-03-28,11,"Illinois",3491,47,12671821,0.00027549,0.00000371
2020-03-29,12,"Illinois",4596,66,12671821,0.00036269,0.00000521
2020-03-30,13,"Illinois",5056,73,12671821,0.000399,0.00000576
2020-03-31,14,"Illinois",5994,99,12671821,0.00047302,0.00000781
2020-04-01,15,"Illinois",6980,141,12671821,0.00055083,0.00001113
2020-04-02,16,"Illinois",7695,163,12671821,0.00060725,0.00001286
2020-04-03,17,"Illinois",8904,210,12671821,0.00070266,0.00001657
2020-04-04,18,"Illinois",10357,244,12671821,0.00081733,0.00001926
2020-03-16,0,"Indiana",25,1,6732219,0.00000371,0.00000015
2020-03-17,1,"Indiana",30,2,6732219,0.00000446,0.0000003
2020-03-18,2,"Indiana",38,2,6732219,0.00000564,0.0000003
2020-03-19,3,"Indiana",60,2,6732219,0.00000891,0.0000003
2020-03-20,4,"Indiana",86,3,6732219,0.00001277,0.00000045
2020-03-21,5,"Indiana",128,4,6732219,0.00001901,0.00000059
2020-03-22,6,"Indiana",204,6,6732219,0.0000303,0.00000089
2020-03-23,7,"Indiana",270,7,6732219,0.00004011,0.00000104
2020-03-24,8,"Indiana",368,12,6732219,0.00005466,0.00000178
2020-03-25,9,"Indiana",477,14,6732219,0.00007085,0.00000208
2020-03-26,10,"Indiana",645,17,6732219,0.00009581,0.00000253
2020-03-27,11,"Indiana",979,25,6732219,0.00014542,0.00000371
2020-03-28,12,"Indiana",1233,31,6732219,0.00018315,0.0000046
2020-03-29,13,"Indiana",1513,32,6732219,0.00022474,0.00000475
2020-03-30,14,"Indiana",1786,35,6732219,0.00026529,0.0000052
2020-03-31,15,"Indiana",2158,49,6732219,0.00032055,0.00000728
2020-04-01,16,"Indiana",2564,65,6732219,0.00038086,0.00000966
2020-04-02,17,"Indiana",3038,78,6732219,0.00045126,0.00001159
2020-04-03,18,"Indiana",3437,102,6732219,0.00051053,0.00001515
2020-04-04,19,"Indiana",3953,116,6732219,0.00058718,0.00001723
2020-03-25,0,"Iowa",146,1,3155070,0.00004627,0.00000032
2020-03-26,1,"Iowa",179,1,3155070,0.00005673,0.00000032
2020-03-27,2,"Iowa",235,3,3155070,0.00007448,0.00000095
2020-03-28,3,"Iowa",298,3,3155070,0.00009445,0.00000095
2020-03-29,4,"Iowa",336,4,3155070,0.0001065,0.00000127
2020-03-30,5,"Iowa",424,6,3155070,0.00013439,0.0000019
2020-03-31,6,"Iowa",497,7,3155070,0.00015752,0.00000222
2020-04-01,7,"Iowa",547,9,3155070,0.00017337,0.00000285
2020-04-02,8,"Iowa",614,11,3155070,0.00019461,0.00000349
2020-04-03,9,"Iowa",699,11,3155070,0.00022155,0.00000349
2020-04-04,10,"Iowa",787,14,3155070,0.00024944,0.00000444
2020-03-13,0,"Kansas",6,1,2913314,0.00000206,0.00000034
2020-03-14,1,"Kansas",8,1,2913314,0.00000275,0.00000034
2020-03-15,2,"Kansas",8,1,2913314,0.00000275,0.00000034
2020-03-16,3,"Kansas",11,1,2913314,0.00000378,0.00000034
2020-03-17,4,"Kansas",18,1,2913314,0.00000618,0.00000034
2020-03-18,5,"Kansas",22,1,2913314,0.00000755,0.00000034
2020-03-19,6,"Kansas",35,1,2913314,0.00001201,0.00000034
2020-03-20,7,"Kansas",48,1,2913314,0.00001648,0.00000034
2020-03-21,8,"Kansas",57,2,2913314,0.00001957,0.00000069
2020-03-22,9,"Kansas",65,2,2913314,0.00002231,0.00000069
2020-03-23,10,"Kansas",84,2,2913314,0.00002883,0.00000069
2020-03-24,11,"Kansas",100,2,2913314,0.00003433,0.00000069
2020-03-25,12,"Kansas",134,3,2913314,0.000046,0.00000103
2020-03-26,13,"Kansas",172,3,2913314,0.00005904,0.00000103
2020-03-27,14,"Kansas",206,4,2913314,0.00007071,0.00000137
2020-03-28,15,"Kansas",266,4,2913314,0.0000913,0.00000137
2020-03-29,16,"Kansas",330,7,2913314,0.00011327,0.0000024
2020-03-30,17,"Kansas",372,8,2913314,0.00012769,0.00000275
2020-03-31,18,"Kansas",434,9,2913314,0.00014897,0.00000309
2020-04-01,19,"Kansas",485,10,2913314,0.00016648,0.00000343
2020-04-02,20,"Kansas",553,12,2913314,0.00018982,0.00000412
2020-04-03,21,"Kansas",629,18,2913314,0.00021591,0.00000618
2020-04-04,22,"Kansas",698,21,2913314,0.00023959,0.00000721
2020-03-16,0,"Kentucky",21,1,4467673,0.0000047,0.00000022
2020-03-17,1,"Kentucky",26,1,4467673,0.00000582,0.00000022
2020-03-18,2,"Kentucky",28,1,4467673,0.00000627,0.00000022
2020-03-19,3,"Kentucky",50,2,4467673,0.00001119,0.00000045
2020-03-20,4,"Kentucky",64,2,4467673,0.00001433,0.00000045
2020-03-21,5,"Kentucky",87,3,4467673,0.00001947,0.00000067
2020-03-22,6,"Kentucky",103,3,4467673,0.00002305,0.00000067
2020-03-23,7,"Kentucky",123,4,4467673,0.00002753,0.0000009
2020-03-24,8,"Kentucky",162,4,4467673,0.00003626,0.0000009
2020-03-25,9,"Kentucky",197,5,4467673,0.00004409,0.00000112
2020-03-26,10,"Kentucky",247,5,4467673,0.00005529,0.00000112
2020-03-27,11,"Kentucky",301,7,4467673,0.00006737,0.00000157
2020-03-28,12,"Kentucky",393,9,4467673,0.00008797,0.00000201
2020-03-29,13,"Kentucky",438,9,4467673,0.00009804,0.00000201
2020-03-30,14,"Kentucky",479,11,4467673,0.00010721,0.00000246
2020-03-31,15,"Kentucky",628,11,4467673,0.00014057,0.00000246
2020-04-01,16,"Kentucky",632,18,4467673,0.00014146,0.00000403
2020-04-02,17,"Kentucky",770,31,4467673,0.00017235,0.00000694
2020-04-03,18,"Kentucky",770,34,4467673,0.00017235,0.00000761
2020-04-04,19,"Kentucky",917,40,4467673,0.00020525,0.00000895
2020-03-14,0,"Louisiana",77,1,4648794,0.00001656,0.00000022
2020-03-15,1,"Louisiana",87,2,4648794,0.00001871,0.00000043
2020-03-16,2,"Louisiana",115,3,4648794,0.00002474,0.00000065
2020-03-17,3,"Louisiana",196,4,4648794,0.00004216,0.00000086
2020-03-18,4,"Louisiana",257,6,4648794,0.00005528,0.00000129
2020-03-19,5,"Louisiana",392,10,4648794,0.00008432,0.00000215
2020-03-20,6,"Louisiana",537,14,4648794,0.00011551,0.00000301
2020-03-21,7,"Louisiana",763,20,4648794,0.00016413,0.0000043
2020-03-22,8,"Louisiana",837,20,4648794,0.00018005,0.0000043
2020-03-23,9,"Louisiana",1172,35,4648794,0.00025211,0.00000753
2020-03-24,10,"Louisiana",1388,46,4648794,0.00029857,0.0000099
2020-03-25,11,"Louisiana",1795,65,4648794,0.00038612,0.00001398
2020-03-26,12,"Louisiana",2304,83,4648794,0.00049561,0.00001785
2020-03-27,13,"Louisiana",2744,119,4648794,0.00059026,0.0000256
2020-03-28,14,"Louisiana",3315,137,4648794,0.00071309,0.00002947
2020-03-29,15,"Louisiana",3540,151,4648794,0.00076149,0.00003248
2020-03-30,16,"Louisiana",4025,185,4648794,0.00086582,0.0000398
2020-03-31,17,"Louisiana",5237,239,4648794,0.00112653,0.00005141
2020-04-01,18,"Louisiana",6424,273,4648794,0.00138186,0.00005872
2020-04-02,19,"Louisiana",9159,310,4648794,0.00197019,0.00006668
2020-04-03,20,"Louisiana",10297,370,4648794,0.00221498,0.00007959
2020-04-04,21,"Louisiana",12496,409,4648794,0.00268801,0.00008798
2020-03-27,0,"Maine",168,1,1344212,0.00012498,0.00000074
2020-03-28,1,"Maine",211,1,1344212,0.00015697,0.00000074
2020-03-29,2,"Maine",253,3,1344212,0.00018821,0.00000223
2020-03-30,3,"Maine",275,3,1344212,0.00020458,0.00000223
2020-03-31,4,"Maine",303,5,1344212,0.00022541,0.00000372
2020-04-01,5,"Maine",303,5,1344212,0.00022541,0.00000372
2020-04-02,6,"Maine",376,7,1344212,0.00027972,0.00000521
2020-04-03,7,"Maine",432,9,1344212,0.00032138,0.0000067
2020-04-04,8,"Maine",456,10,1344212,0.00033923,0.00000744
2020-03-19,0,"Maryland",107,1,6045680,0.0000177,0.00000017
2020-03-20,1,"Maryland",149,2,6045680,0.00002465,0.00000033
2020-03-21,2,"Maryland",193,2,6045680,0.00003192,0.00000033
2020-03-22,3,"Maryland",244,3,6045680,0.00004036,0.0000005
2020-03-23,4,"Maryland",290,3,6045680,0.00004797,0.0000005
2020-03-24,5,"Maryland",349,4,6045680,0.00005773,0.00000066
2020-03-25,6,"Maryland",425,4,6045680,0.0000703,0.00000066
2020-03-26,7,"Maryland",583,4,6045680,0.00009643,0.00000066
2020-03-27,8,"Maryland",775,5,6045680,0.00012819,0.00000083
2020-03-28,9,"Maryland",995,5,6045680,0.00016458,0.00000083
2020-03-29,10,"Maryland",1239,10,6045680,0.00020494,0.00000165
2020-03-30,11,"Maryland",1413,15,6045680,0.00023372,0.00000248
2020-03-31,12,"Maryland",1660,18,6045680,0.00027458,0.00000298
2020-04-01,13,"Maryland",1986,31,6045680,0.0003285,0.00000513
2020-04-02,14,"Maryland",2331,36,6045680,0.00038556,0.00000595
2020-04-03,15,"Maryland",2758,43,6045680,0.00045619,0.00000711
2020-04-04,16,"Maryland",3125,54,6045680,0.0005169,0.00000893
2020-03-20,0,"Massachusetts",413,1,6892503,0.00005992,0.00000015
2020-03-21,1,"Massachusetts",523,1,6892503,0.00007588,0.00000015
2020-03-22,2,"Massachusetts",640,5,6892503,0.00009285,0.00000073
2020-03-23,3,"Massachusetts",777,9,6892503,0.00011273,0.00000131
2020-03-24,4,"Massachusetts",1159,11,6892503,0.00016815,0.0000016
2020-03-25,5,"Massachusetts",1838,15,6892503,0.00026667,0.00000218
2020-03-26,6,"Massachusetts",2417,25,6892503,0.00035067,0.00000363
2020-03-27,7,"Massachusetts",3240,35,6892503,0.00047008,0.00000508
2020-03-28,8,"Massachusetts",4257,44,6892503,0.00061763,0.00000638
2020-03-29,9,"Massachusetts",4955,48,6892503,0.0007189,0.00000696
2020-03-30,10,"Massachusetts",5752,56,6892503,0.00083453,0.00000812
